installationidentifier,account_holder,registry_code,installation_name,year,allocated,verified_emiss,nacerev2,ln_emissions,inst_num,firm_num,treated,post_2009,post_2010,post_2011,post_2012,post_2013,post_2014,post_2015,post_2016,post_2017,post,post_treated,post_2009_treated,post_2010_treated,post_2011_treated,post_2012_treated,post_2013_treated,post_2014_treated,post_2015_treated,post_2016_treated,post_2017_treated,fuel_type,gas,coal,one_inst_firm,coal_one_inst_firm,gas_one_inst_firm,coal_multi_inst,gas_multi_inst,final_electricity_consumption,RE,GDP,net_exports,Coal_EUR_MWh,Gas_EUR_MWh,EUA_price,ln_final_electricity_consumption,ln_RE,ln_GDP,net_ac_ext_inst,net_ac_tot_inst,annual_change_bank_inst,bank_inst,annual_change_bank_inst_1000,net_ac_ext_inst_1000
825,Stadtwerke Rostock Aktiengesellschaft,DE,HKW Rostock Marienehe,2014,106848,170298,35.30,12.04530512260061,2107,1163,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,gas,1,0,1,0,1,0,0,525904,168370.418,2747491.6,33.885,8.6029577,21.172882,5.9741473,13.172873965557256,12.033921700276311,14.826198907930399,7500,7500,-68141,336031,-68.141,7.5
825,Stadtwerke Rostock Aktiengesellschaft,DE,HKW Rostock Marienehe,2015,94657,174798,35.30,12.071386300490518,2107,1163,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,gas,1,0,1,0,1,0,0,528133,193286.973,2795291,48.282,7.7217555,20.061985,7.6906977,13.177103424907841,12.17193127027153,14.84344677364196,0,0,-91947,244084,-91.947,0
825,Stadtwerke Rostock Aktiengesellschaft,DE,HKW Rostock Marienehe,2016,82851,212883,35.30,12.268497997998722,2107,1163,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,gas,1,0,1,0,1,0,0,530374,193929.101,2857626,50.525,8.1366539,14.393778,5.3516278,13.181337697044446,12.17524791248625,14.865501768167158,52000,52000,-89468,154616,-89.468,52
825,Stadtwerke Rostock Aktiengesellschaft,DE,HKW Rostock Marienehe,2017,71415,212639,35.30,12.267351171151965,2107,1163,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,gas,1,0,1,0,1,0,0,531324,222341,2928067.4,52.459,11.171968,17.538269,5.8331394,13.183127283637885,12.311967518393756,14.889853172924086,-2328,-2328,-154616,0,-154.616,-2.328
828,Currenta GmbH & Co. OHG,DE,X- Kraftwerk NW 1054088 207,2009,143485,131455,35.30,11.78641986671116,2109,1151,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,gas,1,0,0,0,0,0,1,513665,100508.62,2461533.3,12.273,7.5909157,11.825696,13.213984,13.149326580982546,11.517998773947411,14.716295006425266,0,0,12030,180870,12.03,0
828,Currenta GmbH & Co. OHG,DE,X- Kraftwerk NW 1054088 207,2010,143485,151679,35.30,11.92952172464011,2109,1151,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,gas,1,0,0,0,0,0,1,547284,111209.013,2564400,14.955,10.548177,16.942703,14.380888,13.212723142281142,11.619166709672344,14.75723509109524,0,0,-8194,172676,-8.194,0
828,Currenta GmbH & Co. OHG,DE,X- Kraftwerk NW 1054088 207,2011,143485,153959,35.30,11.944441612183033,2109,1151,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,gas,1,0,0,0,0,0,1,540560,129613.927,2665030.5,3.765,13.23881,22.179193,13.058799,13.200360918226057,11.772315518546499,14.7957260601695,0,0,-10474,162202,-10.474,0
828,Currenta GmbH & Co. OHG,DE,X- Kraftwerk NW 1054088 207,2012,143485,106470,35.30,11.575618534308651,2109,1151,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,gas,1,0,0,0,0,0,1,539516,149554.724,2676211.6,20.542,11.098114,25.154446,7.3978295,13.198427720330463,11.915417651656826,14.79991277034778,106470,106470,0,162202,0,106.47
828,Currenta GmbH & Co. OHG,DE,X- Kraftwerk NW 1054088 207,2013,66482,88927,35.30,11.395571087426827,2109,1151,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,gas,1,0,0,0,0,0,1,537331,158149.343,2687672.3,32.193,9.4058161,27.330641,4.4753876,13.194369570939411,11.971295074441258,14.804186060990899,51363,51363,93793,255995,93.793,51.363
828,Currenta GmbH & Co. OHG,DE,X- Kraftwerk NW 1054088 207,2014,64875,78580,35.30,11.27187249311245,2109,1151,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,gas,1,0,0,0,0,0,1,525904,168370.418,2747491.6,33.885,8.6029577,21.172882,5.9741473,13.172873965557256,12.033921700276311,14.826198907930399,0,0,-15298,240697,-15.298,0
828,Currenta GmbH & Co. OHG,DE,X- Kraftwerk NW 1054088 207,2015,63282,67430,35.30,11.118845301728628,2109,1151,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,gas,1,0,0,0,0,0,1,528133,193286.973,2795291,48.282,7.7217555,20.061985,7.6906977,13.177103424907841,12.17193127027153,14.84344677364196,0,0,-5724,234973,-5.724,0
828,Currenta GmbH & Co. OHG,DE,X- Kraftwerk NW 1054088 207,2016,61706,84734,35.30,11.347272216859043,2109,1151,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,gas,1,0,0,0,0,0,1,530374,193929.101,2857626,50.525,8.1366539,14.393778,5.3516278,13.181337697044446,12.17524791248625,14.865501768167158,0,0,-24588,210385,-24.588,0
828,Currenta GmbH & Co. OHG,DE,X- Kraftwerk NW 1054088 207,2017,60146,87306,35.30,11.377174467988334,2109,1151,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,gas,1,0,0,0,0,0,1,531324,222341,2928067.4,52.459,11.171968,17.538269,5.8331394,13.183127283637885,12.311967518393756,14.889853172924086,0,0,-28705,181680,-28.705,0
833,Currenta GmbH & Co. OHG,DE,Kraftwerk N 230 NW 0019136 84,2009,754631,701476,35.30,13.4609419655374,2115,1151,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0,513665,100508.62,2461533.3,12.273,7.5909157,11.825696,13.213984,13.149326580982546,11.517998773947411,14.716295006425266,0,0,53155,793083,53.155,0
833,Currenta GmbH & Co. OHG,DE,Kraftwerk N 230 NW 0019136 84,2010,754631,775850,35.30,13.56171448151163,2115,1151,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0,547284,111209.013,2564400,14.955,10.548177,16.942703,14.380888,13.212723142281142,11.619166709672344,14.75723509109524,0,0,-21219,771864,-21.219,0
833,Currenta GmbH & Co. OHG,DE,Kraftwerk N 230 NW 0019136 84,2011,754631,741782,35.30,13.5168106784426,2115,1151,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,coal,0,1,0,0,0,1,0,540560,129613.927,2665030.5,3.765,13.23881,22.179193,13.058799,13.200360918226057,11.772315518546499,14.7957260601695,0,0,12849,784713,12.849,0
833,Currenta GmbH & Co. OHG,DE,Kraftwerk N 230 NW 0019136 84,2012,754631,736967,35.30,13.51029839404959,2115,1151,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,coal,0,1,0,0,0,1,0,539516,149554.724,2676211.6,20.542,11.098114,25.154446,7.3978295,13.198427720330463,11.915417651656826,14.79991277034778,136967,136967,-600000,184713,-600,136.967
833,Currenta GmbH & Co. OHG,DE,Kraftwerk N 230 NW 0019136 84,2013,409863,716457,35.30,13.48207351049272,2115,1151,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,coal,0,1,0,0,0,1,0,537331,158149.343,2687672.3,32.193,9.4058161,27.330641,4.4753876,13.194369570939411,11.971295074441258,14.804186060990899,20029,20029,116167,300880,116.167,20.029
833,Currenta GmbH & Co. OHG,DE,Kraftwerk N 230 NW 0019136 84,2014,402732,658807,35.30,13.39818590260865,2115,1151,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,coal,0,1,0,0,0,1,0,525904,168370.418,2747491.6,33.885,8.6029577,21.172882,5.9741473,13.172873965557256,12.033921700276311,14.826198907930399,73098,73098,-190109,110771,-190.109,73.098
833,Currenta GmbH & Co. OHG,DE,Kraftwerk N 230 NW 0019136 84,2015,395600,643066,35.30,13.374002641809158,2115,1151,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,coal,0,1,0,0,0,1,0,528133,193286.973,2795291,48.282,7.7217555,20.061985,7.6906977,13.177103424907841,12.17193127027153,14.84344677364196,143826,143826,-110771,0,-110.771,143.826
833,Currenta GmbH & Co. OHG,DE,Kraftwerk N 230 NW 0019136 84,2016,388469,711642,35.30,13.475330254954521,2115,1151,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,coal,0,1,0,0,0,1,0,530374,193929.101,2857626,50.525,8.1366539,14.393778,5.3516278,13.181337697044446,12.17524791248625,14.865501768167158,330305,330305,0,0,0,330.305
833,Currenta GmbH & Co. OHG,DE,Kraftwerk N 230 NW 0019136 84,2017,381337,620369,35.30,13.338069741273356,2115,1151,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,coal,0,1,0,0,0,1,0,531324,222341,2928067.4,52.459,11.171968,17.538269,5.8331394,13.183127283637885,12.311967518393756,14.889853172924086,246164,246164,0,0,0,246.164
838,VSE Aktiengesellschaft,DE,Kraftwerk Ensdorf Block 3,2009,683634,820598,35.11,13.61778862174621,2121,1171,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0,513665,100508.62,2461533.3,12.273,7.5909157,11.825696,13.213984,13.149326580982546,11.517998773947411,14.716295006425266,136964,136964,0,683634,0,136.964
838,VSE Aktiengesellschaft,DE,Kraftwerk Ensdorf Block 3,2010,683634,512470,35.11,13.146997451696002,2121,1171,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0,547284,111209.013,2564400,14.955,10.548177,16.942703,14.380888,13.212723142281142,11.619166709672344,14.75723509109524,-171164,-171164,0,683634,0,-171.164
838,VSE Aktiengesellschaft,DE,Kraftwerk Ensdorf Block 3,2011,683634,445485,35.11,13.006918855292483,2121,1171,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,coal,0,1,0,0,0,1,0,540560,129613.927,2665030.5,3.765,13.23881,22.179193,13.058799,13.200360918226057,11.772315518546499,14.7957260601695,578217,578217,848280,1531914,848.28,578.217
838,VSE Aktiengesellschaft,DE,Kraftwerk Ensdorf Block 3,2012,683634,1221331,35.11,14.015451805625874,2121,1171,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,coal,0,1,0,0,0,1,0,539516,149554.724,2676211.6,20.542,11.098114,25.154446,7.3978295,13.198427720330463,11.915417651656826,14.79991277034778,0,0,-1253277,278637,-1253.277,0
838,VSE Aktiengesellschaft,DE,Kraftwerk Ensdorf Block 3,2013,0,1544352,35.11,14.250114962858143,2121,1171,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,coal,0,1,0,0,0,1,0,537331,158149.343,2687672.3,32.193,9.4058161,27.330641,4.4753876,13.194369570939411,11.971295074441258,14.804186060990899,1330000,1330032,-264320,14317,-264.32,1330
838,VSE Aktiengesellschaft,DE,Kraftwerk Ensdorf Block 3,2014,0,1309802,35.11,14.085386538715603,2121,1171,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,coal,0,1,0,0,0,1,0,525904,168370.418,2747491.6,33.885,8.6029577,21.172882,5.9741473,13.172873965557256,12.033921700276311,14.826198907930399,2220000,2220000,910198,924515,910.198,2220
838,VSE Aktiengesellschaft,DE,Kraftwerk Ensdorf Block 3,2015,0,1186435,35.11,13.986463570382176,2121,1171,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,coal,0,1,0,0,0,1,0,528133,193286.973,2795291,48.282,7.7217555,20.061985,7.6906977,13.177103424907841,12.17193127027153,14.84344677364196,900000,900000,-286435,638080,-286.435,900
838,VSE Aktiengesellschaft,DE,Kraftwerk Ensdorf Block 3,2016,0,1078644,35.11,13.891215254674588,2121,1171,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,coal,0,1,0,0,0,1,0,530374,193929.101,2857626,50.525,8.1366539,14.393778,5.3516278,13.181337697044446,12.17524791248625,14.865501768167158,1530000,1530000,451356,1089436,451.356,1530
838,VSE Aktiengesellschaft,DE,Kraftwerk Ensdorf Block 3,2017,0,1043338,35.11,13.857935746681674,2121,1171,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,coal,0,1,0,0,0,1,0,531324,222341,2928067.4,52.459,11.171968,17.538269,5.8331394,13.183127283637885,12.311967518393756,14.889853172924086,-96098,-96098,-1089436,0,-1089.436,-96.098
839,VSE Aktiengesellschaft,DE,Kraftwerk Ensdorf Block 1,2009,489225,409814,35.11,12.923458677209739,2123,1171,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0,513665,100508.62,2461533.3,12.273,7.5909157,11.825696,13.213984,13.149326580982546,11.517998773947411,14.716295006425266,646704,646704,734306,1328989,734.306,646.704
839,VSE Aktiengesellschaft,DE,Kraftwerk Ensdorf Block 1,2010,489225,417183,35.11,12.941280253435778,2123,1171,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0,547284,111209.013,2564400,14.955,10.548177,16.942703,14.380888,13.212723142281142,11.619166709672344,14.75723509109524,13878,13878,85920,1414909,85.92,13.878
839,VSE Aktiengesellschaft,DE,Kraftwerk Ensdorf Block 1,2011,489225,456084,35.11,13.030432282058163,2123,1171,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,coal,0,1,0,0,0,1,0,540560,129613.927,2665030.5,3.765,13.23881,22.179193,13.058799,13.200360918226057,11.772315518546499,14.7957260601695,1362936,1362936,1396077,2810986,1396.077,1362.936
839,VSE Aktiengesellschaft,DE,Kraftwerk Ensdorf Block 1,2012,489225,487203,35.11,13.096436152994334,2123,1171,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,coal,0,1,0,0,0,1,0,539516,149554.724,2676211.6,20.542,11.098114,25.154446,7.3978295,13.198427720330463,11.915417651656826,14.79991277034778,62449,62449,-409473,2401513,-409.473,62.449
839,VSE Aktiengesellschaft,DE,Kraftwerk Ensdorf Block 1,2013,14636,549901,35.11,13.217493541006709,2123,1171,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,coal,0,1,0,0,0,1,0,537331,158149.343,2687672.3,32.193,9.4058161,27.330641,4.4753876,13.194369570939411,11.971295074441258,14.804186060990899,-1053509,-1053541,-1576349,825164,-1576.349,-1053.509
839,VSE Aktiengesellschaft,DE,Kraftwerk Ensdorf Block 1,2014,12457,339668,35.11,12.735723948946124,2123,1171,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,coal,0,1,0,0,0,1,0,525904,168370.418,2747491.6,33.885,8.6029577,21.172882,5.9741473,13.172873965557256,12.033921700276311,14.826198907930399,-1934,-1934,-341135,484029,-341.135,-1.934
839,VSE Aktiengesellschaft,DE,Kraftwerk Ensdorf Block 1,2015,834,180009,35.11,12.100762128622389,2123,1171,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,coal,0,1,0,0,0,1,0,528133,193286.973,2795291,48.282,7.7217555,20.061985,7.6906977,13.177103424907841,12.17193127027153,14.84344677364196,-40002,-40002,-229411,254618,-229.411,-40.002
839,VSE Aktiengesellschaft,DE,Kraftwerk Ensdorf Block 1,2016,233,63526,35.11,11.059204549898388,2123,1171,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,coal,0,1,0,0,0,1,0,530374,193929.101,2857626,50.525,8.1366539,14.393778,5.3516278,13.181337697044446,12.17524791248625,14.865501768167158,-184557,-184557,-248083,6535,-248.083,-184.557
839,VSE Aktiengesellschaft,DE,Kraftwerk Ensdorf Block 1,2017,0,46654,35.11,10.750513947508502,2123,1171,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,coal,0,1,0,0,0,1,0,531324,222341,2928067.4,52.459,11.171968,17.538269,5.8331394,13.183127283637885,12.311967518393756,14.889853172924086,42000,42000,5346,11881,5.346,42
845,STEAG GmbH,DE,Kraftwerk Weiher III,2009,1637413,1767761,35.11,14.385224332046477,2131,1173,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0,513665,100508.62,2461533.3,12.273,7.5909157,11.825696,13.213984,13.149326580982546,11.517998773947411,14.716295006425266,130347,130347,-1,1637413,-0.001,130.347
845,STEAG GmbH,DE,Kraftwerk Weiher III,2010,1637413,1568471,35.11,14.265611817439714,2131,1173,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0,547284,111209.013,2564400,14.955,10.548177,16.942703,14.380888,13.212723142281142,11.619166709672344,14.75723509109524,-68942,-68942,0,1637413,0,-68.942
845,STEAG GmbH,DE,Kraftwerk Weiher III,2011,1637413,1620676,35.11,14.298353904120448,2131,1173,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,coal,0,1,0,0,0,1,0,540560,129613.927,2665030.5,3.765,13.23881,22.179193,13.058799,13.200360918226057,11.772315518546499,14.7957260601695,-16737,-16737,0,1637413,0,-16.737
845,STEAG GmbH,DE,Kraftwerk Weiher III,2012,1637413,1603394,35.11,14.28763319053584,2131,1173,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,coal,0,1,0,0,0,1,0,539516,149554.724,2676211.6,20.542,11.098114,25.154446,7.3978295,13.198427720330463,11.915417651656826,14.79991277034778,-34019,-34019,-1637413,0,-1637.413,-34.019
845,STEAG GmbH,DE,Kraftwerk Weiher III,2013,4111,2094265,35.11,14.55471321445907,2131,1173,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,coal,0,1,0,0,0,1,0,537331,158149.343,2687672.3,32.193,9.4058161,27.330641,4.4753876,13.194369570939411,11.971295074441258,14.804186060990899,2090154,2090154,3679,3679,3.679,2090.154
845,STEAG GmbH,DE,Kraftwerk Weiher III,2014,3679,1513206,35.11,14.229741136840207,2131,1173,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,coal,0,1,0,0,0,1,0,525904,168370.418,2747491.6,33.885,8.6029577,21.172882,5.9741473,13.172873965557256,12.033921700276311,14.826198907930399,1509527,1509527,-420,3259,-0.42,1509.527
845,STEAG GmbH,DE,Kraftwerk Weiher III,2015,1630,1678832,35.11,14.333608871494125,2131,1173,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,coal,0,1,0,0,0,1,0,528133,193286.973,2795291,48.282,7.7217555,20.061985,7.6906977,13.177103424907841,12.17193127027153,14.84344677364196,1677176,1677176,-1832,1427,-1.832,1677.176
845,STEAG GmbH,DE,Kraftwerk Weiher III,2016,2853,1355318,35.11,14.119546671108269,2131,1173,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,coal,0,1,0,0,0,1,0,530374,193929.101,2857626,50.525,8.1366539,14.393778,5.3516278,13.181337697044446,12.17524791248625,14.865501768167158,1352491,1352491,1033,2460,1.033,1352.491
845,STEAG GmbH,DE,Kraftwerk Weiher III,2017,2460,408420,35.11,12.920051335670053,2131,1173,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,coal,0,1,0,0,0,1,0,531324,222341,2928067.4,52.459,11.171968,17.538269,5.8331394,13.183127283637885,12.311967518393756,14.889853172924086,405960,405960,-382,2078,-0.382,405.96
851,STEAG GmbH,DE,Modellkraftwerk Völklingen,2009,642114,522071,35.11,13.165558872941201,2137,1173,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0,513665,100508.62,2461533.3,12.273,7.5909157,11.825696,13.213984,13.149326580982546,11.517998773947411,14.716295006425266,-120043,-120043,0,642114,0,-120.043
851,STEAG GmbH,DE,Modellkraftwerk Völklingen,2010,734594,783934,35.11,13.572080112115431,2137,1173,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0,547284,111209.013,2564400,14.955,10.548177,16.942703,14.380888,13.212723142281142,11.619166709672344,14.75723509109524,51843,51843,71213,713327,71.213,51.843
851,STEAG GmbH,DE,Modellkraftwerk Völklingen,2011,713327,741558,35.11,13.516508657325792,2137,1173,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,coal,0,1,0,0,0,1,0,540560,129613.927,2665030.5,3.765,13.23881,22.179193,13.058799,13.200360918226057,11.772315518546499,14.7957260601695,25728,25728,0,713327,0,25.728
851,STEAG GmbH,DE,Modellkraftwerk Völklingen,2012,713327,707354,35.11,13.469286526780259,2137,1173,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,coal,0,1,0,0,0,1,0,539516,149554.724,2676211.6,20.542,11.098114,25.154446,7.3978295,13.198427720330463,11.915417651656826,14.79991277034778,-5973,-5973,-713327,0,-713.327,-5.973
851,STEAG GmbH,DE,Modellkraftwerk Völklingen,2013,50814,603976,35.11,13.311289741028155,2137,1173,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,coal,0,1,0,0,0,1,0,537331,158149.343,2687672.3,32.193,9.4058161,27.330641,4.4753876,13.194369570939411,11.971295074441258,14.804186060990899,553162,553162,45474,45474,45.474,553.162
851,STEAG GmbH,DE,Modellkraftwerk Völklingen,2014,22737,750944,35.11,13.52908636072232,2137,1173,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,coal,0,1,0,0,0,1,0,525904,168370.418,2747491.6,33.885,8.6029577,21.172882,5.9741473,13.172873965557256,12.033921700276311,14.826198907930399,728207,728207,-25331,20143,-25.331,728.207
851,STEAG GmbH,DE,Modellkraftwerk Völklingen,2015,23063,757724,35.11,13.538074482223161,2137,1173,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,coal,0,1,0,0,0,1,0,528133,193286.973,2795291,48.282,7.7217555,20.061985,7.6906977,13.177103424907841,12.17193127027153,14.84344677364196,734661,734661,952,21095,0.952,734.661
851,STEAG GmbH,DE,Modellkraftwerk Völklingen,2016,21095,622224,35.11,13.341055435507934,2137,1173,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,coal,0,1,0,0,0,1,0,530374,193929.101,2857626,50.525,8.1366539,14.393778,5.3516278,13.181337697044446,12.17524791248625,14.865501768167158,601129,601129,-1911,19184,-1.911,601.129
851,STEAG GmbH,DE,Modellkraftwerk Völklingen,2017,19184,367193,35.11,12.81364287436594,2137,1173,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,coal,0,1,0,0,0,1,0,531324,222341,2928067.4,52.459,11.171968,17.538269,5.8331394,13.183127283637885,12.311967518393756,14.889853172924086,348009,348009,-1854,17330,-1.854,348.009
852,STEAG GmbH,DE,Kraftwerk Bexbach,2009,1965612,2345742,35.11,14.668112327723374,2138,1173,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0,513665,100508.62,2461533.3,12.273,7.5909157,11.825696,13.213984,13.149326580982546,11.517998773947411,14.716295006425266,380130,380130,0,1965613,0,380.13
852,STEAG GmbH,DE,Kraftwerk Bexbach,2010,1965612,1298652,35.11,14.076837361378182,2138,1173,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0,547284,111209.013,2564400,14.955,10.548177,16.942703,14.380888,13.212723142281142,11.619166709672344,14.75723509109524,0,0,666945,2632558,666.945,0
852,STEAG GmbH,DE,Kraftwerk Bexbach,2011,2074880,1585706,35.11,14.276540291988372,2138,1173,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,coal,0,1,0,0,0,1,0,540560,129613.927,2665030.5,3.765,13.23881,22.179193,13.058799,13.200360918226057,11.772315518546499,14.7957260601695,0,0,589397,3221955,589.397,0
852,STEAG GmbH,DE,Kraftwerk Bexbach,2012,2065820,2686067,35.11,14.803588599909096,2138,1173,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,coal,0,1,0,0,0,1,0,539516,149554.724,2676211.6,20.542,11.098114,25.154446,7.3978295,13.198427720330463,11.915417651656826,14.79991277034778,-535888,-535888,-3221955,0,-3221.955,-535.888
852,STEAG GmbH,DE,Kraftwerk Bexbach,2013,0,2861582,35.11,14.866885176719855,2138,1173,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,coal,0,1,0,0,0,1,0,537331,158149.343,2687672.3,32.193,9.4058161,27.330641,4.4753876,13.194369570939411,11.971295074441258,14.804186060990899,2861582,2861582,0,0,0,2861.582
852,STEAG GmbH,DE,Kraftwerk Bexbach,2014,0,2060120,35.11,14.538274791496342,2138,1173,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,coal,0,1,0,0,0,1,0,525904,168370.418,2747491.6,33.885,8.6029577,21.172882,5.9741473,13.172873965557256,12.033921700276311,14.826198907930399,2060120,2060120,0,0,0,2060.12
852,STEAG GmbH,DE,Kraftwerk Bexbach,2015,0,2174385,35.11,14.592256423900476,2138,1173,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,coal,0,1,0,0,0,1,0,528133,193286.973,2795291,48.282,7.7217555,20.061985,7.6906977,13.177103424907841,12.17193127027153,14.84344677364196,2174385,2174385,0,0,0,2174.385
852,STEAG GmbH,DE,Kraftwerk Bexbach,2016,0,1843866,35.11,14.427375012345422,2138,1173,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,coal,0,1,0,0,0,1,0,530374,193929.101,2857626,50.525,8.1366539,14.393778,5.3516278,13.181337697044446,12.17524791248625,14.865501768167158,1843866,1843866,0,0,0,1843.866
852,STEAG GmbH,DE,Kraftwerk Bexbach,2017,0,508496,35.11,13.13921262816646,2138,1173,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,coal,0,1,0,0,0,1,0,531324,222341,2928067.4,52.459,11.171968,17.538269,5.8331394,13.183127283637885,12.311967518393756,14.889853172924086,508496,508496,0,0,0,508.496
854,Stadtwerke Münster GmbH,DE,Heizkraftwerk Hafen der Stadtwerke Münster GmbH,2009,264072,245611,35.30,12.411504262525776,2141,1185,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,gas,1,0,1,0,1,0,0,513665,100508.62,2461533.3,12.273,7.5909157,11.825696,13.213984,13.149326580982546,11.517998773947411,14.716295006425266,0,0,43391,322427,43.391,0
