installationidentifier,account_holder,registry_code,installation_name,year,allocated,verified_emiss,nacerev2
190,Forsyning Helsingør Varme A/S,DK,Forsyning Helsingør Varme A/S,2015,5928,26542,35.30
190,Forsyning Helsingør Varme A/S,DK,Forsyning Helsingør Varme A/S,2016,5187,21234,35.30
190,Forsyning Helsingør Varme A/S,DK,Forsyning Helsingør Varme A/S,2017,4468,9884,35.30
191,Forsyning Helsingør Varme A/S,DK,Forsyning Helsingør Varme A/s,2009,1814,4580,35.30
191,Forsyning Helsingør Varme A/S,DK,Forsyning Helsingør Varme A/s,2010,1814,3695,35.30
191,Forsyning Helsingør Varme A/S,DK,Forsyning Helsingør Varme A/s,2011,2518,5117,35.30
191,Forsyning Helsingør Varme A/S,DK,Forsyning Helsingør Varme A/s,2012,2464,2826,35.30
191,Forsyning Helsingør Varme A/S,DK,Forsyning Helsingør Varme A/s,2013,3799,1802,35.30
191,Forsyning Helsingør Varme A/S,DK,Forsyning Helsingør Varme A/s,2014,1700,7169,35.30
191,Forsyning Helsingør Varme A/S,DK,Forsyning Helsingør Varme A/s,2015,3011,4664,35.30
191,Forsyning Helsingør Varme A/S,DK,Forsyning Helsingør Varme A/s,2016,2634,4313,35.30
191,Forsyning Helsingør Varme A/S,DK,Forsyning Helsingør Varme A/s,2017,2270,1381,35.30
195,Vrå Varmeværk Amba,DK,Vrå Varmeværk,2009,7650,8726,35.11
195,Vrå Varmeværk Amba,DK,Vrå Varmeværk,2010,7650,9807,35.11
195,Vrå Varmeværk Amba,DK,Vrå Varmeværk,2011,7650,7862,35.11
195,Vrå Varmeværk Amba,DK,Vrå Varmeværk,2012,7650,8979,35.11
195,Vrå Varmeværk Amba,DK,Vrå Varmeværk,2013,5329,8982,35.11
195,Vrå Varmeværk Amba,DK,Vrå Varmeværk,2014,4769,7494,35.11
195,Vrå Varmeværk Amba,DK,Vrå Varmeværk,2015,4225,6204,35.11
195,Vrå Varmeværk Amba,DK,Vrå Varmeværk,2016,3697,4807,35.11
195,Vrå Varmeværk Amba,DK,Vrå Varmeværk,2017,3188,726,35.11
197,Fjernvarme Horsens A.m.b.A,DK,Horsens Varmeværk,2009,2583,2563,35.30
197,Fjernvarme Horsens A.m.b.A,DK,Horsens Varmeværk,2010,2583,8044,35.30
197,Fjernvarme Horsens A.m.b.A,DK,Horsens Varmeværk,2011,2583,5896,35.30
197,Fjernvarme Horsens A.m.b.A,DK,Horsens Varmeværk,2012,2583,5965,35.30
197,Fjernvarme Horsens A.m.b.A,DK,Horsens Varmeværk,2013,4377,1421,35.30
197,Fjernvarme Horsens A.m.b.A,DK,Horsens Varmeværk,2014,1959,4232,35.30
197,Fjernvarme Horsens A.m.b.A,DK,Horsens Varmeværk,2015,1735,854,35.30
197,Fjernvarme Horsens A.m.b.A,DK,Horsens Varmeværk,2016,759,547,35.30
197,Fjernvarme Horsens A.m.b.A,DK,Horsens Varmeværk,2017,654,567,35.30
198,Fjernvarme Horsens A.m.b.A,DK,Horsens Varmeværk,2009,336,10,35.30
198,Fjernvarme Horsens A.m.b.A,DK,Horsens Varmeværk,2010,336,76,35.30
198,Fjernvarme Horsens A.m.b.A,DK,Horsens Varmeværk,2011,336,10,35.30
198,Fjernvarme Horsens A.m.b.A,DK,Horsens Varmeværk,2012,336,44,35.30
198,Fjernvarme Horsens A.m.b.A,DK,Horsens Varmeværk,2013,33,1830,35.30
198,Fjernvarme Horsens A.m.b.A,DK,Horsens Varmeværk,2014,30,5459,35.30
198,Fjernvarme Horsens A.m.b.A,DK,Horsens Varmeværk,2015,26,4314,35.30
198,Fjernvarme Horsens A.m.b.A,DK,Horsens Varmeværk,2016,23,5878,35.30
198,Fjernvarme Horsens A.m.b.A,DK,Horsens Varmeværk,2017,20,4606,35.30
199,Hadsten Varmeværk A.m.b.a.,DK,Hadsten Varmeværk,2009,238,29,35.00
199,Hadsten Varmeværk A.m.b.a.,DK,Hadsten Varmeværk,2010,238,95,35.00
199,Hadsten Varmeværk A.m.b.a.,DK,Hadsten Varmeværk,2011,238,32,35.00
199,Hadsten Varmeværk A.m.b.a.,DK,Hadsten Varmeværk,2012,238,113,35.00
199,Hadsten Varmeværk A.m.b.a.,DK,Hadsten Varmeværk,2013,NA,NA,35.00
199,Hadsten Varmeværk A.m.b.a.,DK,Hadsten Varmeværk,2014,NA,NA,35.00
199,Hadsten Varmeværk A.m.b.a.,DK,Hadsten Varmeværk,2015,NA,NA,35.00
199,Hadsten Varmeværk A.m.b.a.,DK,Hadsten Varmeværk,2016,NA,NA,35.00
199,Hadsten Varmeværk A.m.b.a.,DK,Hadsten Varmeværk,2017,NA,NA,35.00
206,Vestegnens Kraftvarmeselskab I/S,DK,Solrød Fjernvarmeværk a.m.b.a.,2009,502,720,35.30
206,Vestegnens Kraftvarmeselskab I/S,DK,Solrød Fjernvarmeværk a.m.b.a.,2010,502,2074,35.30
206,Vestegnens Kraftvarmeselskab I/S,DK,Solrød Fjernvarmeværk a.m.b.a.,2011,502,207,35.30
206,Vestegnens Kraftvarmeselskab I/S,DK,Solrød Fjernvarmeværk a.m.b.a.,2012,502,472,35.30
206,Vestegnens Kraftvarmeselskab I/S,DK,Solrød Fjernvarmeværk a.m.b.a.,2013,399,643,35.30
206,Vestegnens Kraftvarmeselskab I/S,DK,Solrød Fjernvarmeværk a.m.b.a.,2014,358,306,35.30
206,Vestegnens Kraftvarmeselskab I/S,DK,Solrød Fjernvarmeværk a.m.b.a.,2015,158,270,35.30
206,Vestegnens Kraftvarmeselskab I/S,DK,Solrød Fjernvarmeværk a.m.b.a.,2016,554,20,35.30
206,Vestegnens Kraftvarmeselskab I/S,DK,Solrød Fjernvarmeværk a.m.b.a.,2017,477,77,35.30
208,Næstved Fjernvarme A.M.B.A.,DK,Næstved Varmeværk,2009,205,5,35.30
208,Næstved Fjernvarme A.M.B.A.,DK,Næstved Varmeværk,2010,205,4,35.30
208,Næstved Fjernvarme A.M.B.A.,DK,Næstved Varmeværk,2011,205,24,35.30
208,Næstved Fjernvarme A.M.B.A.,DK,Næstved Varmeværk,2012,205,15,35.30
208,Næstved Fjernvarme A.M.B.A.,DK,Næstved Varmeværk,2013,29,10,35.30
208,Næstved Fjernvarme A.M.B.A.,DK,Næstved Varmeværk,2014,0,8,35.30
208,Næstved Fjernvarme A.M.B.A.,DK,Næstved Varmeværk,2015,0,112,35.30
208,Næstved Fjernvarme A.M.B.A.,DK,Næstved Varmeværk,2016,79,42,35.30
208,Næstved Fjernvarme A.M.B.A.,DK,Næstved Varmeværk,2017,17,18,35.30
209,Næstved Fjernvarme A.M.B.A.,DK,Næstved Varmeværk,2009,1183,758,35.30
209,Næstved Fjernvarme A.M.B.A.,DK,Næstved Varmeværk,2010,1183,878,35.30
209,Næstved Fjernvarme A.M.B.A.,DK,Næstved Varmeværk,2011,1183,94,35.30
209,Næstved Fjernvarme A.M.B.A.,DK,Næstved Varmeværk,2012,1183,1104,35.30
209,Næstved Fjernvarme A.M.B.A.,DK,Næstved Varmeværk,2013,474,364,35.30
209,Næstved Fjernvarme A.M.B.A.,DK,Næstved Varmeværk,2014,424,639,35.30
209,Næstved Fjernvarme A.M.B.A.,DK,Næstved Varmeværk,2015,376,502,35.30
209,Næstved Fjernvarme A.M.B.A.,DK,Næstved Varmeværk,2016,329,803,35.30
209,Næstved Fjernvarme A.M.B.A.,DK,Næstved Varmeværk,2017,283,460,35.30
219,I/S AffaldPlus,DK,Næstved Kraftvarmeværk,2009,24414,9729,35.11
219,I/S AffaldPlus,DK,Næstved Kraftvarmeværk,2010,24414,13850,35.11
219,I/S AffaldPlus,DK,Næstved Kraftvarmeværk,2011,24414,8751,35.11
219,I/S AffaldPlus,DK,Næstved Kraftvarmeværk,2012,24414,8152,35.11
219,I/S AffaldPlus,DK,Næstved Kraftvarmeværk,2013,40108,9617,35.11
219,I/S AffaldPlus,DK,Næstved Kraftvarmeværk,2014,35892,2037,35.11
219,I/S AffaldPlus,DK,Næstved Kraftvarmeværk,2015,31798,2,35.11
219,I/S AffaldPlus,DK,Næstved Kraftvarmeværk,2016,27831,0,35.11
219,I/S AffaldPlus,DK,Næstved Kraftvarmeværk,2017,23989,0,35.11
225,Gram Fjernvarme,DK,Gram Fjernvarme AMBA,2009,12333,8666,35.11
225,Gram Fjernvarme,DK,Gram Fjernvarme AMBA,2010,12333,9691,35.11
225,Gram Fjernvarme,DK,Gram Fjernvarme AMBA,2011,12333,7578,35.11
225,Gram Fjernvarme,DK,Gram Fjernvarme AMBA,2012,12333,6071,35.11
225,Gram Fjernvarme,DK,Gram Fjernvarme AMBA,2013,5075,5776,35.11
225,Gram Fjernvarme,DK,Gram Fjernvarme AMBA,2014,4542,4285,35.11
225,Gram Fjernvarme,DK,Gram Fjernvarme AMBA,2015,4024,3955,35.11
225,Gram Fjernvarme,DK,Gram Fjernvarme AMBA,2016,3522,2773,35.11
225,Gram Fjernvarme,DK,Gram Fjernvarme AMBA,2017,1518,2514,35.11
228,Svogerslev Fjernvarme,DK,Svogerslev Fjernvarmecentral,2009,618,129,35.30
228,Svogerslev Fjernvarme,DK,Svogerslev Fjernvarmecentral,2010,618,529,35.30
228,Svogerslev Fjernvarme,DK,Svogerslev Fjernvarmecentral,2011,618,182,35.30
228,Svogerslev Fjernvarme,DK,Svogerslev Fjernvarmecentral,2012,618,173,35.30
228,Svogerslev Fjernvarme,DK,Svogerslev Fjernvarmecentral,2013,248,245,35.30
228,Svogerslev Fjernvarme,DK,Svogerslev Fjernvarmecentral,2014,222,116,35.30
228,Svogerslev Fjernvarme,DK,Svogerslev Fjernvarmecentral,2015,99,77,35.30
228,Svogerslev Fjernvarme,DK,Svogerslev Fjernvarmecentral,2016,43,37,35.30
228,Svogerslev Fjernvarme,DK,Svogerslev Fjernvarmecentral,2017,37,14,35.30
234,Bogense Forsyningsselskab,DK,Bogense Forsyningsselskab,2009,13115,2209,35.30
234,Bogense Forsyningsselskab,DK,Bogense Forsyningsselskab,2010,13115,5928,35.30
234,Bogense Forsyningsselskab,DK,Bogense Forsyningsselskab,2011,13115,4457,35.30
234,Bogense Forsyningsselskab,DK,Bogense Forsyningsselskab,2012,13115,2070,35.30
234,Bogense Forsyningsselskab,DK,Bogense Forsyningsselskab,2013,7061,997,35.30
234,Bogense Forsyningsselskab,DK,Bogense Forsyningsselskab,2014,6319,596,35.30
234,Bogense Forsyningsselskab,DK,Bogense Forsyningsselskab,2015,5598,484,35.30
234,Bogense Forsyningsselskab,DK,Bogense Forsyningsselskab,2016,4899,830,35.30
234,Bogense Forsyningsselskab,DK,Bogense Forsyningsselskab,2017,4223,1741,35.30
235,BRØNDBY FJERNVARME A M B A,DK,Brøndbyøster Fjernvarmecentral,2009,742,515,35.30
235,BRØNDBY FJERNVARME A M B A,DK,Brøndbyøster Fjernvarmecentral,2010,742,1339,35.30
235,BRØNDBY FJERNVARME A M B A,DK,Brøndbyøster Fjernvarmecentral,2011,742,356,35.30
235,BRØNDBY FJERNVARME A M B A,DK,Brøndbyøster Fjernvarmecentral,2012,742,1201,35.30
235,BRØNDBY FJERNVARME A M B A,DK,Brøndbyøster Fjernvarmecentral,2013,626,1254,35.30
235,BRØNDBY FJERNVARME A M B A,DK,Brøndbyøster Fjernvarmecentral,2014,560,732,35.30
235,BRØNDBY FJERNVARME A M B A,DK,Brøndbyøster Fjernvarmecentral,2015,496,577,35.30
235,BRØNDBY FJERNVARME A M B A,DK,Brøndbyøster Fjernvarmecentral,2016,434,837,35.30
235,BRØNDBY FJERNVARME A M B A,DK,Brøndbyøster Fjernvarmecentral,2017,374,809,35.30
236,BRØNDBY FJERNVARME A M B A,DK,Brøndbyvester Fjernvarmecentral,2009,985,900,35.30
236,BRØNDBY FJERNVARME A M B A,DK,Brøndbyvester Fjernvarmecentral,2010,985,2274,35.30
236,BRØNDBY FJERNVARME A M B A,DK,Brøndbyvester Fjernvarmecentral,2011,985,204,35.30
236,BRØNDBY FJERNVARME A M B A,DK,Brøndbyvester Fjernvarmecentral,2012,985,1097,35.30
236,BRØNDBY FJERNVARME A M B A,DK,Brøndbyvester Fjernvarmecentral,2013,930,1164,35.30
236,BRØNDBY FJERNVARME A M B A,DK,Brøndbyvester Fjernvarmecentral,2014,832,569,35.30
236,BRØNDBY FJERNVARME A M B A,DK,Brøndbyvester Fjernvarmecentral,2015,369,788,35.30
236,BRØNDBY FJERNVARME A M B A,DK,Brøndbyvester Fjernvarmecentral,2016,645,664,35.30
236,BRØNDBY FJERNVARME A M B A,DK,Brøndbyvester Fjernvarmecentral,2017,278,282,35.30
238,Leif O.  Rasmussen,DK,Bredsten-Balle Kraftvarmeværk A.m.b.a.,2009,NA,NA,35.11
238,Leif O.  Rasmussen,DK,Bredsten-Balle Kraftvarmeværk A.m.b.a.,2010,NA,NA,35.11
238,Leif O.  Rasmussen,DK,Bredsten-Balle Kraftvarmeværk A.m.b.a.,2011,NA,NA,35.11
238,Leif O.  Rasmussen,DK,Bredsten-Balle Kraftvarmeværk A.m.b.a.,2012,NA,NA,35.11
238,Leif O.  Rasmussen,DK,Bredsten-Balle Kraftvarmeværk A.m.b.a.,2013,NA,NA,35.11
238,Leif O.  Rasmussen,DK,Bredsten-Balle Kraftvarmeværk A.m.b.a.,2014,NA,NA,35.11
238,Leif O.  Rasmussen,DK,Bredsten-Balle Kraftvarmeværk A.m.b.a.,2015,NA,NA,35.11
238,Leif O.  Rasmussen,DK,Bredsten-Balle Kraftvarmeværk A.m.b.a.,2016,NA,NA,35.11
238,Leif O.  Rasmussen,DK,Bredsten-Balle Kraftvarmeværk A.m.b.a.,2017,NA,NA,35.11
239,Jørgen  Jepsen,DK,Egtved Varmeværk,2009,NA,NA,35.11
239,Jørgen  Jepsen,DK,Egtved Varmeværk,2010,NA,NA,35.11
239,Jørgen  Jepsen,DK,Egtved Varmeværk,2011,NA,NA,35.11
239,Jørgen  Jepsen,DK,Egtved Varmeværk,2012,NA,NA,35.11
239,Jørgen  Jepsen,DK,Egtved Varmeværk,2013,NA,NA,35.11
239,Jørgen  Jepsen,DK,Egtved Varmeværk,2014,NA,NA,35.11
239,Jørgen  Jepsen,DK,Egtved Varmeværk,2015,NA,NA,35.11
239,Jørgen  Jepsen,DK,Egtved Varmeværk,2016,NA,NA,35.11
239,Jørgen  Jepsen,DK,Egtved Varmeværk,2017,NA,NA,35.11
240,RØNNE VARME A/S,DK,Rønne Varme A/S,2009,95,9,35.30
240,RØNNE VARME A/S,DK,Rønne Varme A/S,2010,95,53,35.30
240,RØNNE VARME A/S,DK,Rønne Varme A/S,2011,95,3377,35.30
240,RØNNE VARME A/S,DK,Rønne Varme A/S,2012,95,233,35.30
240,RØNNE VARME A/S,DK,Rønne Varme A/S,2013,70,325,35.30
240,RØNNE VARME A/S,DK,Rønne Varme A/S,2014,63,1628,35.30
240,RØNNE VARME A/S,DK,Rønne Varme A/S,2015,55,160,35.30
240,RØNNE VARME A/S,DK,Rønne Varme A/S,2016,48,297,35.30
240,RØNNE VARME A/S,DK,Rønne Varme A/S,2017,42,784,35.30
249,ØRSTED Salg & Service A/S,DK,Nybro Gasbehandlingsanlæg,2009,19895,24646,35.20
249,ØRSTED Salg & Service A/S,DK,Nybro Gasbehandlingsanlæg,2010,19895,16747,35.20
249,ØRSTED Salg & Service A/S,DK,Nybro Gasbehandlingsanlæg,2011,19895,13740,35.20
249,ØRSTED Salg & Service A/S,DK,Nybro Gasbehandlingsanlæg,2012,19895,12421,35.20
249,ØRSTED Salg & Service A/S,DK,Nybro Gasbehandlingsanlæg,2013,11986,11722,35.20
249,ØRSTED Salg & Service A/S,DK,Nybro Gasbehandlingsanlæg,2014,10726,7315,35.20
249,ØRSTED Salg & Service A/S,DK,Nybro Gasbehandlingsanlæg,2015,9503,7332,35.20
249,ØRSTED Salg & Service A/S,DK,Nybro Gasbehandlingsanlæg,2016,8317,7058,35.20
249,ØRSTED Salg & Service A/S,DK,Nybro Gasbehandlingsanlæg,2017,7169,8218,35.20
227,Odder Varmeværk A.m.b.A.,DK,Odder Varmeværk,2009,400,86,35.30
227,Odder Varmeværk A.m.b.A.,DK,Odder Varmeværk,2010,400,793,35.30
227,Odder Varmeværk A.m.b.A.,DK,Odder Varmeværk,2011,400,628,35.30
227,Odder Varmeværk A.m.b.A.,DK,Odder Varmeværk,2012,400,167,35.30
227,Odder Varmeværk A.m.b.A.,DK,Odder Varmeværk,2013,126,43,35.30
227,Odder Varmeværk A.m.b.A.,DK,Odder Varmeværk,2014,0,35,35.30
227,Odder Varmeværk A.m.b.A.,DK,Odder Varmeværk,2015,0,350,35.30
227,Odder Varmeværk A.m.b.A.,DK,Odder Varmeværk,2016,174,630,35.30
227,Odder Varmeværk A.m.b.A.,DK,Odder Varmeværk,2017,150,234,35.30
14,Værløse Varmeværk Amba,DK,Værløse Varmeværk,2009,712,1777,35.30
14,Værløse Varmeværk Amba,DK,Værløse Varmeværk,2010,712,2138,35.30
14,Værløse Varmeværk Amba,DK,Værløse Varmeværk,2011,712,1748,35.30
14,Værløse Varmeværk Amba,DK,Værløse Varmeværk,2012,712,2852,35.30
14,Værløse Varmeværk Amba,DK,Værløse Varmeværk,2013,1703,1977,35.30
14,Værløse Varmeværk Amba,DK,Værløse Varmeværk,2014,1525,711,35.30
14,Værløse Varmeværk Amba,DK,Værløse Varmeværk,2015,675,561,35.30
14,Værløse Varmeværk Amba,DK,Værløse Varmeværk,2016,591,855,35.30
14,Værløse Varmeværk Amba,DK,Værløse Varmeværk,2017,509,313,35.30
19,Brørup Fjernvarme A m b a,DK,Brørup Fjernvarme,2009,10830,8598,35.11
19,Brørup Fjernvarme A m b a,DK,Brørup Fjernvarme,2010,10830,10088,35.11
19,Brørup Fjernvarme A m b a,DK,Brørup Fjernvarme,2011,10830,4527,35.11
19,Brørup Fjernvarme A m b a,DK,Brørup Fjernvarme,2012,10830,2622,35.11
19,Brørup Fjernvarme A m b a,DK,Brørup Fjernvarme,2013,5370,2654,35.11
19,Brørup Fjernvarme A m b a,DK,Brørup Fjernvarme,2014,4806,1125,35.11
19,Brørup Fjernvarme A m b a,DK,Brørup Fjernvarme,2015,4257,1009,35.11
19,Brørup Fjernvarme A m b a,DK,Brørup Fjernvarme,2016,3727,1176,35.11
19,Brørup Fjernvarme A m b a,DK,Brørup Fjernvarme,2017,3212,1141,35.11
21,Nils-Aage Gregersen,DK,Lindholm Central,2009,NA,NA,35.11
21,Nils-Aage Gregersen,DK,Lindholm Central,2010,NA,NA,35.11
21,Nils-Aage Gregersen,DK,Lindholm Central,2011,NA,NA,35.11
21,Nils-Aage Gregersen,DK,Lindholm Central,2012,NA,NA,35.11
21,Nils-Aage Gregersen,DK,Lindholm Central,2013,NA,NA,35.11
21,Nils-Aage Gregersen,DK,Lindholm Central,2014,NA,NA,35.11
21,Nils-Aage Gregersen,DK,Lindholm Central,2015,NA,NA,35.11
21,Nils-Aage Gregersen,DK,Lindholm Central,2016,NA,NA,35.11
21,Nils-Aage Gregersen,DK,Lindholm Central,2017,NA,NA,35.11
29,Middelfart Fjernvarme a.m.b.a.,DK,Nørre-Aaby Kraftvarmeværk A.M.B.A.,2009,8769,3548,35.11
29,Middelfart Fjernvarme a.m.b.a.,DK,Nørre-Aaby Kraftvarmeværk A.M.B.A.,2010,8769,4484,35.11
29,Middelfart Fjernvarme a.m.b.a.,DK,Nørre-Aaby Kraftvarmeværk A.M.B.A.,2011,8769,3810,35.11
29,Middelfart Fjernvarme a.m.b.a.,DK,Nørre-Aaby Kraftvarmeværk A.M.B.A.,2012,8769,3267,35.11
29,Middelfart Fjernvarme a.m.b.a.,DK,Nørre-Aaby Kraftvarmeværk A.M.B.A.,2013,3559,2963,35.11
29,Middelfart Fjernvarme a.m.b.a.,DK,Nørre-Aaby Kraftvarmeværk A.M.B.A.,2014,3186,1418,35.11
29,Middelfart Fjernvarme a.m.b.a.,DK,Nørre-Aaby Kraftvarmeværk A.M.B.A.,2015,1411,84,35.11
29,Middelfart Fjernvarme a.m.b.a.,DK,Nørre-Aaby Kraftvarmeværk A.M.B.A.,2016,0,49,35.11
29,Middelfart Fjernvarme a.m.b.a.,DK,Nørre-Aaby Kraftvarmeværk A.M.B.A.,2017,0,33,35.11
30,Jetsmark Energiværk AMBA,DK,Jetsmark Energiværk A.m.b.a.,2009,15668,14407,35.11
30,Jetsmark Energiværk AMBA,DK,Jetsmark Energiværk A.m.b.a.,2010,15668,15420,35.11
30,Jetsmark Energiværk AMBA,DK,Jetsmark Energiværk A.m.b.a.,2011,15668,14684,35.11
30,Jetsmark Energiværk AMBA,DK,Jetsmark Energiværk A.m.b.a.,2012,15668,13571,35.11
30,Jetsmark Energiværk AMBA,DK,Jetsmark Energiværk A.m.b.a.,2013,7382,14064,35.11
30,Jetsmark Energiværk AMBA,DK,Jetsmark Energiværk A.m.b.a.,2014,6606,10838,35.11
30,Jetsmark Energiværk AMBA,DK,Jetsmark Energiværk A.m.b.a.,2015,5852,8673,35.11
30,Jetsmark Energiværk AMBA,DK,Jetsmark Energiværk A.m.b.a.,2016,5122,9719,35.11
30,Jetsmark Energiværk AMBA,DK,Jetsmark Energiværk A.m.b.a.,2017,4415,10832,35.11
40,Jægerspris Kraftvarme Amba,DK,Jægerspris Kraftvarme.,2009,15427,14324,35.11
40,Jægerspris Kraftvarme Amba,DK,Jægerspris Kraftvarme.,2010,15427,15183,35.11
40,Jægerspris Kraftvarme Amba,DK,Jægerspris Kraftvarme.,2011,15427,11771,35.11
40,Jægerspris Kraftvarme Amba,DK,Jægerspris Kraftvarme.,2012,15427,9646,35.11
40,Jægerspris Kraftvarme Amba,DK,Jægerspris Kraftvarme.,2013,6793,7596,35.11
40,Jægerspris Kraftvarme Amba,DK,Jægerspris Kraftvarme.,2014,6079,6134,35.11
40,Jægerspris Kraftvarme Amba,DK,Jægerspris Kraftvarme.,2015,5385,6481,35.11
40,Jægerspris Kraftvarme Amba,DK,Jægerspris Kraftvarme.,2016,4713,6805,35.11
40,Jægerspris Kraftvarme Amba,DK,Jægerspris Kraftvarme.,2017,4063,7413,35.11
41,Dorthe Bundgaard,DK,I/S Avedøreværket 2,2009,NA,NA,35.11
41,Dorthe Bundgaard,DK,I/S Avedøreværket 2,2010,NA,NA,35.11
41,Dorthe Bundgaard,DK,I/S Avedøreværket 2,2011,NA,NA,35.11
41,Dorthe Bundgaard,DK,I/S Avedøreværket 2,2012,NA,NA,35.11
41,Dorthe Bundgaard,DK,I/S Avedøreværket 2,2013,NA,NA,35.11
41,Dorthe Bundgaard,DK,I/S Avedøreværket 2,2014,NA,NA,35.11
41,Dorthe Bundgaard,DK,I/S Avedøreværket 2,2015,NA,NA,35.11
41,Dorthe Bundgaard,DK,I/S Avedøreværket 2,2016,NA,NA,35.11
41,Dorthe Bundgaard,DK,I/S Avedøreværket 2,2017,NA,NA,35.11
58,LØGSTØR FJERNVARMEVÆRK AMBA,DK,Løgstør Fjernvarmeværk.,2009,11055,2396,35.11
58,LØGSTØR FJERNVARMEVÆRK AMBA,DK,Løgstør Fjernvarmeværk.,2010,11055,1020,35.11
58,LØGSTØR FJERNVARMEVÆRK AMBA,DK,Løgstør Fjernvarmeværk.,2011,11055,724,35.11
58,LØGSTØR FJERNVARMEVÆRK AMBA,DK,Løgstør Fjernvarmeværk.,2012,11055,546,35.11
58,LØGSTØR FJERNVARMEVÆRK AMBA,DK,Løgstør Fjernvarmeværk.,2013,12526,1346,35.11
58,LØGSTØR FJERNVARMEVÆRK AMBA,DK,Løgstør Fjernvarmeværk.,2014,11210,1840,35.11
58,LØGSTØR FJERNVARMEVÆRK AMBA,DK,Løgstør Fjernvarmeværk.,2015,9930,249,35.11
58,LØGSTØR FJERNVARMEVÆRK AMBA,DK,Løgstør Fjernvarmeværk.,2016,8691,369,35.11
58,LØGSTØR FJERNVARMEVÆRK AMBA,DK,Løgstør Fjernvarmeværk.,2017,7492,40,35.11
63,Østervrå varmeværk,DK,Østervrå Varmeværk,2009,6525,3891,35.11
63,Østervrå varmeværk,DK,Østervrå Varmeværk,2010,6525,5949,35.11
63,Østervrå varmeværk,DK,Østervrå Varmeværk,2011,6525,4874,35.11
63,Østervrå varmeværk,DK,Østervrå Varmeværk,2012,6525,3942,35.11
63,Østervrå varmeværk,DK,Østervrå Varmeværk,2013,NA,NA,35.11
63,Østervrå varmeværk,DK,Østervrå Varmeværk,2014,NA,NA,35.11
63,Østervrå varmeværk,DK,Østervrå Varmeværk,2015,NA,NA,35.11
63,Østervrå varmeværk,DK,Østervrå Varmeværk,2016,NA,NA,35.11
63,Østervrå varmeværk,DK,Østervrå Varmeværk,2017,NA,NA,35.11
87,GEV Varme A/S,DK,KVV Grønningen/Central 2,2009,18957,11217,35.11
87,GEV Varme A/S,DK,KVV Grønningen/Central 2,2010,18957,13299,35.11
87,GEV Varme A/S,DK,KVV Grønningen/Central 2,2011,18957,8723,35.11
87,GEV Varme A/S,DK,KVV Grønningen/Central 2,2012,18957,5307,35.11
87,GEV Varme A/S,DK,KVV Grønningen/Central 2,2013,7654,4873,35.11
87,GEV Varme A/S,DK,KVV Grønningen/Central 2,2014,3425,5609,35.11
87,GEV Varme A/S,DK,KVV Grønningen/Central 2,2015,6068,2134,35.11
87,GEV Varme A/S,DK,KVV Grønningen/Central 2,2016,1328,3637,35.11
87,GEV Varme A/S,DK,KVV Grønningen/Central 2,2017,2289,2020,35.11
88,GEV Varme A/S,DK,KVV Tårnvej,2009,34344,20178,35.11
88,GEV Varme A/S,DK,KVV Tårnvej,2010,34344,17132,35.11
88,GEV Varme A/S,DK,KVV Tårnvej,2011,34344,17641,35.11
88,GEV Varme A/S,DK,KVV Tårnvej,2012,34344,13086,35.11
88,GEV Varme A/S,DK,KVV Tårnvej,2013,11885,11051,35.11
88,GEV Varme A/S,DK,KVV Tårnvej,2014,10636,8717,35.11
88,GEV Varme A/S,DK,KVV Tårnvej,2015,9422,6636,35.11
88,GEV Varme A/S,DK,KVV Tårnvej,2016,4124,5309,35.11
88,GEV Varme A/S,DK,KVV Tårnvej,2017,3554,5772,35.11
91,Bornholms El-Produktion A/S,DK,Østkraft,2009,54250,71837,35.30
91,Bornholms El-Produktion A/S,DK,Østkraft,2010,54250,80708,35.30
91,Bornholms El-Produktion A/S,DK,Østkraft,2011,54250,48195,35.30
91,Bornholms El-Produktion A/S,DK,Østkraft,2012,54250,48744,35.30
91,Bornholms El-Produktion A/S,DK,Østkraft,2013,30026,67007,35.30
91,Bornholms El-Produktion A/S,DK,Østkraft,2014,24974,40855,35.30
91,Bornholms El-Produktion A/S,DK,Østkraft,2015,20443,45809,35.30
91,Bornholms El-Produktion A/S,DK,Østkraft,2016,16422,49648,35.30
91,Bornholms El-Produktion A/S,DK,Østkraft,2017,13941,32480,35.30
92,Eniig Varme A/S,DK,"EnergiGruppen Jylland, Holstebrovej",2009,2410,3933,35.30
92,Eniig Varme A/S,DK,"EnergiGruppen Jylland, Holstebrovej",2010,2410,9320,35.30
92,Eniig Varme A/S,DK,"EnergiGruppen Jylland, Holstebrovej",2011,2410,5435,35.30
92,Eniig Varme A/S,DK,"EnergiGruppen Jylland, Holstebrovej",2012,2410,3936,35.30
92,Eniig Varme A/S,DK,"EnergiGruppen Jylland, Holstebrovej",2013,5440,7221,35.30
92,Eniig Varme A/S,DK,"EnergiGruppen Jylland, Holstebrovej",2014,4869,4553,35.30
92,Eniig Varme A/S,DK,"EnergiGruppen Jylland, Holstebrovej",2015,4312,2939,35.30
92,Eniig Varme A/S,DK,"EnergiGruppen Jylland, Holstebrovej",2016,1887,10859,35.30
92,Eniig Varme A/S,DK,"EnergiGruppen Jylland, Holstebrovej",2017,3250,2258,35.30
93,Eniig Varme A/S,DK,"EnergiGruppen Jylland, Nord",2009,1675,1633,35.30
