installationidentifier,account_holder,registry_code,installation_name,year,allocated,verified_emiss,nacerev2
6,A2A GENCOGAS S.P.A.,IT,CENTRALE TERMOELETTRICA DI CHIVASSO,2012,1671879,756872,35.11
6,A2A GENCOGAS S.P.A.,IT,CENTRALE TERMOELETTRICA DI CHIVASSO,2013,0,227645,35.11
6,A2A GENCOGAS S.P.A.,IT,CENTRALE TERMOELETTRICA DI CHIVASSO,2014,0,1,35.11
6,A2A GENCOGAS S.P.A.,IT,CENTRALE TERMOELETTRICA DI CHIVASSO,2015,0,144273,35.11
6,A2A GENCOGAS S.P.A.,IT,CENTRALE TERMOELETTRICA DI CHIVASSO,2016,0,365829,35.11
6,A2A GENCOGAS S.P.A.,IT,CENTRALE TERMOELETTRICA DI CHIVASSO,2017,0,807454,35.11
925,ENGIE Reti Calore S.r.l.,IT,CENTRALE TELERISCALDAMENTO COGENERATIVO,2009,17963,19291,35.30
925,ENGIE Reti Calore S.r.l.,IT,CENTRALE TELERISCALDAMENTO COGENERATIVO,2010,17963,20134,35.30
925,ENGIE Reti Calore S.r.l.,IT,CENTRALE TELERISCALDAMENTO COGENERATIVO,2011,17963,18689,35.30
925,ENGIE Reti Calore S.r.l.,IT,CENTRALE TELERISCALDAMENTO COGENERATIVO,2012,17963,20387,35.30
925,ENGIE Reti Calore S.r.l.,IT,CENTRALE TELERISCALDAMENTO COGENERATIVO,2013,7793,20331,35.30
925,ENGIE Reti Calore S.r.l.,IT,CENTRALE TELERISCALDAMENTO COGENERATIVO,2014,6974,16925,35.30
925,ENGIE Reti Calore S.r.l.,IT,CENTRALE TELERISCALDAMENTO COGENERATIVO,2015,6178,13437,35.30
925,ENGIE Reti Calore S.r.l.,IT,CENTRALE TELERISCALDAMENTO COGENERATIVO,2016,5407,15431,35.30
925,ENGIE Reti Calore S.r.l.,IT,CENTRALE TELERISCALDAMENTO COGENERATIVO,2017,4661,16227,35.30
1232,LINEA RETI E IMPIANTI S.R.L.,IT,CENTRALE DI COGENERAZIONE,2009,0,NA,35.00
1232,LINEA RETI E IMPIANTI S.R.L.,IT,CENTRALE DI COGENERAZIONE,2010,0,6159,35.00
1232,LINEA RETI E IMPIANTI S.R.L.,IT,CENTRALE DI COGENERAZIONE,2011,0,11910,35.00
1232,LINEA RETI E IMPIANTI S.R.L.,IT,CENTRALE DI COGENERAZIONE,2012,0,13739,35.00
1232,LINEA RETI E IMPIANTI S.R.L.,IT,CENTRALE DI COGENERAZIONE,2013,NA,NA,35.00
1232,LINEA RETI E IMPIANTI S.R.L.,IT,CENTRALE DI COGENERAZIONE,2014,NA,NA,35.00
1232,LINEA RETI E IMPIANTI S.R.L.,IT,CENTRALE DI COGENERAZIONE,2015,NA,NA,35.00
1232,LINEA RETI E IMPIANTI S.R.L.,IT,CENTRALE DI COGENERAZIONE,2016,NA,NA,35.00
1232,LINEA RETI E IMPIANTI S.R.L.,IT,CENTRALE DI COGENERAZIONE,2017,NA,NA,35.00
1233,ENGIE Reti Calore S.r.l.,IT,teleriscaldamento biella,2009,0,NA,35.30
1233,ENGIE Reti Calore S.r.l.,IT,teleriscaldamento biella,2010,0,2837,35.30
1233,ENGIE Reti Calore S.r.l.,IT,teleriscaldamento biella,2011,0,9792,35.30
1233,ENGIE Reti Calore S.r.l.,IT,teleriscaldamento biella,2012,0,13098,35.30
1233,ENGIE Reti Calore S.r.l.,IT,teleriscaldamento biella,2013,13068,16263,35.30
1233,ENGIE Reti Calore S.r.l.,IT,teleriscaldamento biella,2014,11695,15293,35.30
1233,ENGIE Reti Calore S.r.l.,IT,teleriscaldamento biella,2015,10360,16785,35.30
1233,ENGIE Reti Calore S.r.l.,IT,teleriscaldamento biella,2016,9068,16807,35.30
1233,ENGIE Reti Calore S.r.l.,IT,teleriscaldamento biella,2017,7816,17641,35.30
126,EDISON SPA,IT,SESTO SAN GIOVANNI,2009,263365,236563,35.11
126,EDISON SPA,IT,SESTO SAN GIOVANNI,2010,261413,248236,35.11
126,EDISON SPA,IT,SESTO SAN GIOVANNI,2011,252682,168349,35.11
126,EDISON SPA,IT,SESTO SAN GIOVANNI,2012,242496,173957,35.11
126,EDISON SPA,IT,SESTO SAN GIOVANNI,2013,38962,142828,35.11
126,EDISON SPA,IT,SESTO SAN GIOVANNI,2014,34867,112890,35.11
126,EDISON SPA,IT,SESTO SAN GIOVANNI,2015,30888,113109,35.11
126,EDISON SPA,IT,SESTO SAN GIOVANNI,2016,27036,136335,35.11
126,EDISON SPA,IT,SESTO SAN GIOVANNI,2017,23304,120484,35.11
270,EDISON SPA,IT,MARGHERA LEVANTE,2009,1551504,972575,35.11
270,EDISON SPA,IT,MARGHERA LEVANTE,2010,1495920,966026,35.11
270,EDISON SPA,IT,MARGHERA LEVANTE,2011,1448276,760614,35.11
270,EDISON SPA,IT,MARGHERA LEVANTE,2012,1392692,883508,35.11
270,EDISON SPA,IT,MARGHERA LEVANTE,2013,0,890968,35.11
270,EDISON SPA,IT,MARGHERA LEVANTE,2014,0,499931,35.11
270,EDISON SPA,IT,MARGHERA LEVANTE,2015,0,896407,35.11
270,EDISON SPA,IT,MARGHERA LEVANTE,2016,0,917922,35.11
270,EDISON SPA,IT,MARGHERA LEVANTE,2017,0,881342,35.11
272,EDISON SPA,IT,MARGHERA AZOTATI,2009,675032,41371,35.11
272,EDISON SPA,IT,MARGHERA AZOTATI,2010,624764,105834,35.11
272,EDISON SPA,IT,MARGHERA AZOTATI,2011,581677,58921,35.11
272,EDISON SPA,IT,MARGHERA AZOTATI,2012,531408,137695,35.11
272,EDISON SPA,IT,MARGHERA AZOTATI,2013,0,83168,35.11
272,EDISON SPA,IT,MARGHERA AZOTATI,2014,0,127796,35.11
272,EDISON SPA,IT,MARGHERA AZOTATI,2015,0,57730,35.11
272,EDISON SPA,IT,MARGHERA AZOTATI,2016,0,135932,35.11
272,EDISON SPA,IT,MARGHERA AZOTATI,2017,0,124124,35.11
289,EDISON SPA,IT,PORTO VIRO,2009,90667,418440,35.11
289,EDISON SPA,IT,PORTO VIRO,2010,90667,434243,35.11
289,EDISON SPA,IT,PORTO VIRO,2011,120111,3775,35.11
289,EDISON SPA,IT,PORTO VIRO,2012,271641,57213,35.11
289,EDISON SPA,IT,PORTO VIRO,2013,0,874,35.11
289,EDISON SPA,IT,PORTO VIRO,2014,0,1,35.11
289,EDISON SPA,IT,PORTO VIRO,2015,0,0,35.11
289,EDISON SPA,IT,PORTO VIRO,2016,0,3,35.11
289,EDISON SPA,IT,PORTO VIRO,2017,0,1,35.11
318,EDISON SPA,IT,SAN QUIRICO - TRECASALI,2009,88347,473919,35.11
318,EDISON SPA,IT,SAN QUIRICO - TRECASALI,2010,88347,442190,35.11
318,EDISON SPA,IT,SAN QUIRICO - TRECASALI,2011,270773,107388,35.11
318,EDISON SPA,IT,SAN QUIRICO - TRECASALI,2012,258581,57196,35.11
318,EDISON SPA,IT,SAN QUIRICO - TRECASALI,2013,0,41497,35.11
318,EDISON SPA,IT,SAN QUIRICO - TRECASALI,2014,0,10992,35.11
318,EDISON SPA,IT,SAN QUIRICO - TRECASALI,2015,0,1382,35.11
318,EDISON SPA,IT,SAN QUIRICO - TRECASALI,2016,0,0,35.11
318,EDISON SPA,IT,SAN QUIRICO - TRECASALI,2017,0,0,35.11
387,DS Smith Paper Italia srl,IT,PORCARI,2009,82802,329084,35.11
387,DS Smith Paper Italia srl,IT,PORCARI,2010,82802,353790,35.11
387,DS Smith Paper Italia srl,IT,PORCARI,2011,125725,338177,35.11
387,DS Smith Paper Italia srl,IT,PORCARI,2012,331478,350427,35.11
387,DS Smith Paper Italia srl,IT,PORCARI,2013,0,339647,35.11
387,DS Smith Paper Italia srl,IT,PORCARI,2014,0,335700,35.11
387,DS Smith Paper Italia srl,IT,PORCARI,2015,0,312833,35.11
387,DS Smith Paper Italia srl,IT,PORCARI,2016,0,292340,35.11
387,DS Smith Paper Italia srl,IT,PORCARI,2017,0,326715,35.11
406,Bertocci montaggi s.r.l.,IT,Stabilimento di PIOMBINO,2009,943424,1532933,35.11
406,Bertocci montaggi s.r.l.,IT,Stabilimento di PIOMBINO,2010,943424,1861195,35.11
406,Bertocci montaggi s.r.l.,IT,Stabilimento di PIOMBINO,2011,943424,1640067,35.11
406,Bertocci montaggi s.r.l.,IT,Stabilimento di PIOMBINO,2012,943424,1322753,35.11
406,Bertocci montaggi s.r.l.,IT,Stabilimento di PIOMBINO,2013,0,869757,35.11
406,Bertocci montaggi s.r.l.,IT,Stabilimento di PIOMBINO,2014,0,261821,35.11
406,Bertocci montaggi s.r.l.,IT,Stabilimento di PIOMBINO,2015,0,2,35.11
406,Bertocci montaggi s.r.l.,IT,Stabilimento di PIOMBINO,2016,0,1,35.11
406,Bertocci montaggi s.r.l.,IT,Stabilimento di PIOMBINO,2017,0,0,35.11
434,EDISON SPA,IT,TERNI,2009,259607,272662,35.11
434,EDISON SPA,IT,TERNI,2010,259607,235914,35.11
434,EDISON SPA,IT,TERNI,2011,259607,183070,35.11
434,EDISON SPA,IT,TERNI,2012,259607,100819,35.11
434,EDISON SPA,IT,TERNI,2013,19318,52315,35.11
434,EDISON SPA,IT,TERNI,2014,13879,40007,35.11
434,EDISON SPA,IT,TERNI,2015,0,33996,35.11
434,EDISON SPA,IT,TERNI,2016,0,66081,35.11
434,EDISON SPA,IT,TERNI,2017,0,53130,35.11
483,EDISON SPA,IT,BUSSI SUL TIRINO,2009,85705,427512,35.11
483,EDISON SPA,IT,BUSSI SUL TIRINO,2010,240271,98817,35.11
483,EDISON SPA,IT,BUSSI SUL TIRINO,2011,262176,41285,35.11
483,EDISON SPA,IT,BUSSI SUL TIRINO,2012,239519,82825,35.11
483,EDISON SPA,IT,BUSSI SUL TIRINO,2013,0,56813,35.11
483,EDISON SPA,IT,BUSSI SUL TIRINO,2014,0,50149,35.11
483,EDISON SPA,IT,BUSSI SUL TIRINO,2015,0,38160,35.11
483,EDISON SPA,IT,BUSSI SUL TIRINO,2016,0,53481,35.11
483,EDISON SPA,IT,BUSSI SUL TIRINO,2017,0,46285,35.11
955,EDISON SPA,IT,Altomonte,2009,1342501,739051,35.11
955,EDISON SPA,IT,Altomonte,2010,1285975,781402,35.11
955,EDISON SPA,IT,Altomonte,2011,1215317,595409,35.11
955,EDISON SPA,IT,Altomonte,2012,1158791,851849,35.11
955,EDISON SPA,IT,Altomonte,2013,0,554649,35.11
955,EDISON SPA,IT,Altomonte,2014,0,472035,35.11
955,EDISON SPA,IT,Altomonte,2015,0,1080537,35.11
955,EDISON SPA,IT,Altomonte,2016,0,1123085,35.11
955,EDISON SPA,IT,Altomonte,2017,0,1551492,35.11
956,EDISON SPA,IT,Candela,2009,657552,947763,35.11
956,EDISON SPA,IT,Candela,2010,629865,935970,35.11
956,EDISON SPA,IT,Candela,2011,595257,889605,35.11
956,EDISON SPA,IT,Candela,2012,1091313,1029962,35.11
956,EDISON SPA,IT,Candela,2013,115343,876631,35.11
956,EDISON SPA,IT,Candela,2014,142763,925334,35.11
956,EDISON SPA,IT,Candela,2015,126473,987342,35.11
956,EDISON SPA,IT,Candela,2016,110698,1044561,35.11
956,EDISON SPA,IT,Candela,2017,95419,591676,35.11
986,EDISON SPA,IT,TORVISCOSA,2009,1360567,1469818,35.11
986,EDISON SPA,IT,TORVISCOSA,2010,1303280,1460774,35.11
986,EDISON SPA,IT,TORVISCOSA,2011,1231671,1205478,35.11
986,EDISON SPA,IT,TORVISCOSA,2012,1174384,1220245,35.11
986,EDISON SPA,IT,TORVISCOSA,2013,39066,863690,35.11
986,EDISON SPA,IT,TORVISCOSA,2014,38386,842847,35.11
986,EDISON SPA,IT,TORVISCOSA,2015,37707,813640,35.11
986,EDISON SPA,IT,TORVISCOSA,2016,37027,1475758,35.11
986,EDISON SPA,IT,TORVISCOSA,2017,36347,1618362,35.11
662,AMBIENTE S.p.A.,IT,FORNO TERMOTRATTAMENTO RIFIUTI SPECIALI,2009,NA,NA,35.11
662,AMBIENTE S.p.A.,IT,FORNO TERMOTRATTAMENTO RIFIUTI SPECIALI,2010,NA,NA,35.11
662,AMBIENTE S.p.A.,IT,FORNO TERMOTRATTAMENTO RIFIUTI SPECIALI,2011,NA,NA,35.11
662,AMBIENTE S.p.A.,IT,FORNO TERMOTRATTAMENTO RIFIUTI SPECIALI,2012,NA,NA,35.11
662,AMBIENTE S.p.A.,IT,FORNO TERMOTRATTAMENTO RIFIUTI SPECIALI,2013,NA,NA,35.11
662,AMBIENTE S.p.A.,IT,FORNO TERMOTRATTAMENTO RIFIUTI SPECIALI,2014,NA,NA,35.11
662,AMBIENTE S.p.A.,IT,FORNO TERMOTRATTAMENTO RIFIUTI SPECIALI,2015,NA,NA,35.11
662,AMBIENTE S.p.A.,IT,FORNO TERMOTRATTAMENTO RIFIUTI SPECIALI,2016,NA,NA,35.11
662,AMBIENTE S.p.A.,IT,FORNO TERMOTRATTAMENTO RIFIUTI SPECIALI,2017,NA,NA,35.11
1013,EDISON SPA,IT,Simeri Crichi,2009,1459223,977378,35.11
1013,EDISON SPA,IT,Simeri Crichi,2010,1397782,902743,35.11
1013,EDISON SPA,IT,Simeri Crichi,2011,1320981,897666,35.11
1013,EDISON SPA,IT,Simeri Crichi,2012,1259540,780883,35.11
1013,EDISON SPA,IT,Simeri Crichi,2013,0,907648,35.11
1013,EDISON SPA,IT,Simeri Crichi,2014,0,945955,35.11
1013,EDISON SPA,IT,Simeri Crichi,2015,0,1026183,35.11
1013,EDISON SPA,IT,Simeri Crichi,2016,0,1237800,35.11
1013,EDISON SPA,IT,Simeri Crichi,2017,0,1476170,35.11
634,EGEA Produzioni e Teleriscaldamento S.r.l.,IT,Centrale di TELERISCALDAMENTO della CITTA’ di ALBA,2009,15662,2284,35.30
634,EGEA Produzioni e Teleriscaldamento S.r.l.,IT,Centrale di TELERISCALDAMENTO della CITTA’ di ALBA,2010,29550,1879,35.30
634,EGEA Produzioni e Teleriscaldamento S.r.l.,IT,Centrale di TELERISCALDAMENTO della CITTA’ di ALBA,2011,29550,497,35.30
634,EGEA Produzioni e Teleriscaldamento S.r.l.,IT,Centrale di TELERISCALDAMENTO della CITTA’ di ALBA,2012,29550,1786,35.30
634,EGEA Produzioni e Teleriscaldamento S.r.l.,IT,Centrale di TELERISCALDAMENTO della CITTA’ di ALBA,2013,NA,0,35.30
634,EGEA Produzioni e Teleriscaldamento S.r.l.,IT,Centrale di TELERISCALDAMENTO della CITTA’ di ALBA,2014,NA,NA,35.30
634,EGEA Produzioni e Teleriscaldamento S.r.l.,IT,Centrale di TELERISCALDAMENTO della CITTA’ di ALBA,2015,NA,NA,35.30
634,EGEA Produzioni e Teleriscaldamento S.r.l.,IT,Centrale di TELERISCALDAMENTO della CITTA’ di ALBA,2016,NA,NA,35.30
634,EGEA Produzioni e Teleriscaldamento S.r.l.,IT,Centrale di TELERISCALDAMENTO della CITTA’ di ALBA,2017,NA,NA,35.30
45,NOVEL SPA,IT,Centrale di Cogenerazione,2009,339672,296591,35.11
45,NOVEL SPA,IT,Centrale di Cogenerazione,2010,339672,320912,35.11
45,NOVEL SPA,IT,Centrale di Cogenerazione,2011,339672,335529,35.11
45,NOVEL SPA,IT,Centrale di Cogenerazione,2012,339672,289374,35.11
45,NOVEL SPA,IT,Centrale di Cogenerazione,2013,55,312471,35.11
45,NOVEL SPA,IT,Centrale di Cogenerazione,2014,54,297644,35.11
45,NOVEL SPA,IT,Centrale di Cogenerazione,2015,53,304096,35.11
45,NOVEL SPA,IT,Centrale di Cogenerazione,2016,52,250646,35.11
45,NOVEL SPA,IT,Centrale di Cogenerazione,2017,51,321088,35.11
305,ELETTRA PRODUZIONE s.r.l.,IT,CENTRALE DI SERVOLA,2009,112770,695310,35.11
305,ELETTRA PRODUZIONE s.r.l.,IT,CENTRALE DI SERVOLA,2010,112770,934479,35.11
305,ELETTRA PRODUZIONE s.r.l.,IT,CENTRALE DI SERVOLA,2011,112770,989042,35.11
305,ELETTRA PRODUZIONE s.r.l.,IT,CENTRALE DI SERVOLA,2012,112770,825759,35.11
305,ELETTRA PRODUZIONE s.r.l.,IT,CENTRALE DI SERVOLA,2013,444,786483,35.11
305,ELETTRA PRODUZIONE s.r.l.,IT,CENTRALE DI SERVOLA,2014,397,151436,35.11
305,ELETTRA PRODUZIONE s.r.l.,IT,CENTRALE DI SERVOLA,2015,0,444885,35.11
305,ELETTRA PRODUZIONE s.r.l.,IT,CENTRALE DI SERVOLA,2016,0,NA,35.11
305,ELETTRA PRODUZIONE s.r.l.,IT,CENTRALE DI SERVOLA,2017,0,NA,35.11
407,ELETTRA PRODUZIONE s.r.l.,IT,ELETTRA PRODUZIONE s.r.l. - CET PIO,2009,38664,203495,35.11
407,ELETTRA PRODUZIONE s.r.l.,IT,ELETTRA PRODUZIONE s.r.l. - CET PIO,2010,38664,279765,35.11
407,ELETTRA PRODUZIONE s.r.l.,IT,ELETTRA PRODUZIONE s.r.l. - CET PIO,2011,38664,224978,35.11
407,ELETTRA PRODUZIONE s.r.l.,IT,ELETTRA PRODUZIONE s.r.l. - CET PIO,2012,38664,160202,35.11
407,ELETTRA PRODUZIONE s.r.l.,IT,ELETTRA PRODUZIONE s.r.l. - CET PIO,2013,0,207941,35.11
407,ELETTRA PRODUZIONE s.r.l.,IT,ELETTRA PRODUZIONE s.r.l. - CET PIO,2014,0,0,35.11
407,ELETTRA PRODUZIONE s.r.l.,IT,ELETTRA PRODUZIONE s.r.l. - CET PIO,2015,0,NA,35.11
407,ELETTRA PRODUZIONE s.r.l.,IT,ELETTRA PRODUZIONE s.r.l. - CET PIO,2016,0,NA,35.11
407,ELETTRA PRODUZIONE s.r.l.,IT,ELETTRA PRODUZIONE s.r.l. - CET PIO,2017,0,NA,35.11
422,Nuova Solmine S.p.A.,IT,Nuova Solmine S.p.A.,2009,25026,21852,35.00
422,Nuova Solmine S.p.A.,IT,Nuova Solmine S.p.A.,2010,25026,19027,35.00
422,Nuova Solmine S.p.A.,IT,Nuova Solmine S.p.A.,2011,25026,16007,35.00
422,Nuova Solmine S.p.A.,IT,Nuova Solmine S.p.A.,2012,25026,4673,35.00
422,Nuova Solmine S.p.A.,IT,Nuova Solmine S.p.A.,2013,2227,3766,35.00
422,Nuova Solmine S.p.A.,IT,Nuova Solmine S.p.A.,2014,2188,3701,35.00
422,Nuova Solmine S.p.A.,IT,Nuova Solmine S.p.A.,2015,2150,553,35.00
422,Nuova Solmine S.p.A.,IT,Nuova Solmine S.p.A.,2016,312,2460,35.00
422,Nuova Solmine S.p.A.,IT,Nuova Solmine S.p.A.,2017,306,398,35.00
743,Nylstar S.r.l.,IT,Generatori di vapore,2009,NA,NA,35.30
743,Nylstar S.r.l.,IT,Generatori di vapore,2010,NA,NA,35.30
743,Nylstar S.r.l.,IT,Generatori di vapore,2011,NA,NA,35.30
743,Nylstar S.r.l.,IT,Generatori di vapore,2012,NA,NA,35.30
743,Nylstar S.r.l.,IT,Generatori di vapore,2013,NA,NA,35.30
743,Nylstar S.r.l.,IT,Generatori di vapore,2014,NA,NA,35.30
743,Nylstar S.r.l.,IT,Generatori di vapore,2015,NA,NA,35.30
743,Nylstar S.r.l.,IT,Generatori di vapore,2016,NA,NA,35.30
743,Nylstar S.r.l.,IT,Generatori di vapore,2017,NA,NA,35.30
200,EP Produzione S.p.A.,IT,Centrale Termoelettrica di Ostiglia,2009,2354700,1194898,35.11
200,EP Produzione S.p.A.,IT,Centrale Termoelettrica di Ostiglia,2010,2099239,1291293,35.11
200,EP Produzione S.p.A.,IT,Centrale Termoelettrica di Ostiglia,2011,1931673,1637755,35.11
200,EP Produzione S.p.A.,IT,Centrale Termoelettrica di Ostiglia,2012,1754686,1233044,35.11
200,EP Produzione S.p.A.,IT,Centrale Termoelettrica di Ostiglia,2013,0,954093,35.11
200,EP Produzione S.p.A.,IT,Centrale Termoelettrica di Ostiglia,2014,0,600516,35.11
200,EP Produzione S.p.A.,IT,Centrale Termoelettrica di Ostiglia,2015,0,886466,35.11
200,EP Produzione S.p.A.,IT,Centrale Termoelettrica di Ostiglia,2016,0,936149,35.11
200,EP Produzione S.p.A.,IT,Centrale Termoelettrica di Ostiglia,2017,0,1420979,35.11
535,EP Produzione S.p.A.,IT,Centrale Turbogas di Trapani,2009,40627,96210,35.11
535,EP Produzione S.p.A.,IT,Centrale Turbogas di Trapani,2010,37601,69651,35.11
535,EP Produzione S.p.A.,IT,Centrale Turbogas di Trapani,2011,35008,65003,35.11
535,EP Produzione S.p.A.,IT,Centrale Turbogas di Trapani,2012,31983,53571,35.11
535,EP Produzione S.p.A.,IT,Centrale Turbogas di Trapani,2013,0,66305,35.11
535,EP Produzione S.p.A.,IT,Centrale Turbogas di Trapani,2014,0,179396,35.11
535,EP Produzione S.p.A.,IT,Centrale Turbogas di Trapani,2015,0,71878,35.11
535,EP Produzione S.p.A.,IT,Centrale Turbogas di Trapani,2016,0,92755,35.11
535,EP Produzione S.p.A.,IT,Centrale Turbogas di Trapani,2017,0,165639,35.11
586,EP Produzione S.p.A.,IT,Centrale di Tavazzano e Montanaso,2009,2362639,1347260,35.11
586,EP Produzione S.p.A.,IT,Centrale di Tavazzano e Montanaso,2010,2173794,1036729,35.11
586,EP Produzione S.p.A.,IT,Centrale di Tavazzano e Montanaso,2011,2026918,820197,35.11
586,EP Produzione S.p.A.,IT,Centrale di Tavazzano e Montanaso,2012,1901097,630465,35.11
586,EP Produzione S.p.A.,IT,Centrale di Tavazzano e Montanaso,2013,0,1370519,35.11
586,EP Produzione S.p.A.,IT,Centrale di Tavazzano e Montanaso,2014,0,770212,35.11
586,EP Produzione S.p.A.,IT,Centrale di Tavazzano e Montanaso,2015,0,917761,35.11
586,EP Produzione S.p.A.,IT,Centrale di Tavazzano e Montanaso,2016,0,713204,35.11
586,EP Produzione S.p.A.,IT,Centrale di Tavazzano e Montanaso,2017,0,1214383,35.11
34,OMVP S.p.A.,IT,CENTRALE TERMICA,2009,NA,NA,35.11
34,OMVP S.p.A.,IT,CENTRALE TERMICA,2010,NA,NA,35.11
34,OMVP S.p.A.,IT,CENTRALE TERMICA,2011,NA,NA,35.11
34,OMVP S.p.A.,IT,CENTRALE TERMICA,2012,NA,NA,35.11
34,OMVP S.p.A.,IT,CENTRALE TERMICA,2013,NA,NA,35.11
34,OMVP S.p.A.,IT,CENTRALE TERMICA,2014,NA,NA,35.11
34,OMVP S.p.A.,IT,CENTRALE TERMICA,2015,NA,NA,35.11
34,OMVP S.p.A.,IT,CENTRALE TERMICA,2016,NA,NA,35.11
34,OMVP S.p.A.,IT,CENTRALE TERMICA,2017,NA,NA,35.11
649,Fiume Santo S.p.A.,IT,Centrale termoelettrica di fiumesanto,2009,2909185,4061962,35.11
649,Fiume Santo S.p.A.,IT,Centrale termoelettrica di fiumesanto,2010,2605464,3651525,35.11
649,Fiume Santo S.p.A.,IT,Centrale termoelettrica di fiumesanto,2011,2413959,3898246,35.11
649,Fiume Santo S.p.A.,IT,Centrale termoelettrica di fiumesanto,2012,2222454,3587828,35.11
649,Fiume Santo S.p.A.,IT,Centrale termoelettrica di fiumesanto,2013,0,3488407,35.11
649,Fiume Santo S.p.A.,IT,Centrale termoelettrica di fiumesanto,2014,0,3187814,35.11
649,Fiume Santo S.p.A.,IT,Centrale termoelettrica di fiumesanto,2015,0,2404218,35.11
649,Fiume Santo S.p.A.,IT,Centrale termoelettrica di fiumesanto,2016,0,2534826,35.11
649,Fiume Santo S.p.A.,IT,Centrale termoelettrica di fiumesanto,2017,0,3513929,35.11
1003,E.ON Produzione S.p.A.,IT,C.T.E. - RB/DG,2009,69245,27565,35.11
1003,E.ON Produzione S.p.A.,IT,C.T.E. - RB/DG,2010,69245,27190,35.11
1003,E.ON Produzione S.p.A.,IT,C.T.E. - RB/DG,2011,69245,22373,35.11
1003,E.ON Produzione S.p.A.,IT,C.T.E. - RB/DG,2012,69245,23283,35.11
1003,E.ON Produzione S.p.A.,IT,C.T.E. - RB/DG,2013,10558,5962,35.11
1003,E.ON Produzione S.p.A.,IT,C.T.E. - RB/DG,2014,4725,2465,35.11
1003,E.ON Produzione S.p.A.,IT,C.T.E. - RB/DG,2015,0,NA,35.11
1003,E.ON Produzione S.p.A.,IT,C.T.E. - RB/DG,2016,0,NA,35.11
1003,E.ON Produzione S.p.A.,IT,C.T.E. - RB/DG,2017,0,NA,35.11
923,AMIAT Spa,IT,Impianto Basse di Stura,2009,0,0,35.11
923,AMIAT Spa,IT,Impianto Basse di Stura,2010,0,0,35.11
923,AMIAT Spa,IT,Impianto Basse di Stura,2011,0,0,35.11
923,AMIAT Spa,IT,Impianto Basse di Stura,2012,0,0,35.11
923,AMIAT Spa,IT,Impianto Basse di Stura,2013,1205,0,35.11
923,AMIAT Spa,IT,Impianto Basse di Stura,2014,1078,0,35.11
923,AMIAT Spa,IT,Impianto Basse di Stura,2015,956,0,35.11
923,AMIAT Spa,IT,Impianto Basse di Stura,2016,836,0,35.11
923,AMIAT Spa,IT,Impianto Basse di Stura,2017,0,NA,35.11
275,ENEL PRODUZIONE S.p.A.,IT,CENTRALE TERMOELETTRICA DI  FUSINA,2009,3836990,4300416,35.11
275,ENEL PRODUZIONE S.p.A.,IT,CENTRALE TERMOELETTRICA DI  FUSINA,2010,3635043,2635125,35.11
275,ENEL PRODUZIONE S.p.A.,IT,CENTRALE TERMOELETTRICA DI  FUSINA,2011,3433096,2885316,35.11
275,ENEL PRODUZIONE S.p.A.,IT,CENTRALE TERMOELETTRICA DI  FUSINA,2012,3231150,4213254,35.11
275,ENEL PRODUZIONE S.p.A.,IT,CENTRALE TERMOELETTRICA DI  FUSINA,2013,0,4427885,35.11
275,ENEL PRODUZIONE S.p.A.,IT,CENTRALE TERMOELETTRICA DI  FUSINA,2014,0,4838368,35.11
275,ENEL PRODUZIONE S.p.A.,IT,CENTRALE TERMOELETTRICA DI  FUSINA,2015,0,5779411,35.11
275,ENEL PRODUZIONE S.p.A.,IT,CENTRALE TERMOELETTRICA DI  FUSINA,2016,0,4666666,35.11
275,ENEL PRODUZIONE S.p.A.,IT,CENTRALE TERMOELETTRICA DI  FUSINA,2017,0,3682848,35.11
276,ENEL PRODUZIONE S.p.A.,IT,CENTRALE TERMOELETTRICA DI PORTO MARGHERA,2009,572119,314859,35.11
276,ENEL PRODUZIONE S.p.A.,IT,CENTRALE TERMOELETTRICA DI PORTO MARGHERA,2010,542007,52618,35.11
276,ENEL PRODUZIONE S.p.A.,IT,CENTRALE TERMOELETTRICA DI PORTO MARGHERA,2011,511896,44255,35.11
276,ENEL PRODUZIONE S.p.A.,IT,CENTRALE TERMOELETTRICA DI PORTO MARGHERA,2012,481784,52256,35.11
276,ENEL PRODUZIONE S.p.A.,IT,CENTRALE TERMOELETTRICA DI PORTO MARGHERA,2013,0,533,35.11
276,ENEL PRODUZIONE S.p.A.,IT,CENTRALE TERMOELETTRICA DI PORTO MARGHERA,2014,0,0,35.11
276,ENEL PRODUZIONE S.p.A.,IT,CENTRALE TERMOELETTRICA DI PORTO MARGHERA,2015,0,NA,35.11
276,ENEL PRODUZIONE S.p.A.,IT,CENTRALE TERMOELETTRICA DI PORTO MARGHERA,2016,0,NA,35.11
276,ENEL PRODUZIONE S.p.A.,IT,CENTRALE TERMOELETTRICA DI PORTO MARGHERA,2017,0,NA,35.11
291,ENEL PRODUZIONE S.p.A.,IT,CENTRALE TERMOELETTRICA DI  PORTO TOLLE,2009,543674,67669,35.11
291,ENEL PRODUZIONE S.p.A.,IT,CENTRALE TERMOELETTRICA DI  PORTO TOLLE,2010,271837,9822,35.11
291,ENEL PRODUZIONE S.p.A.,IT,CENTRALE TERMOELETTRICA DI  PORTO TOLLE,2011,181225,7138,35.11
