installationidentifier,account_holder,registry_code,installation_name,year,allocated,verified_emiss,nacerev2,ln_emissions,inst_num,firm_num,treated,post_2009,post_2010,post_2011,post_2012,post_2013,post_2014,post_2015,post_2016,post_2017,post,post_treated,post_2009_treated,post_2010_treated,post_2011_treated,post_2012_treated,post_2013_treated,post_2014_treated,post_2015_treated,post_2016_treated,post_2017_treated,fuel_type,gas,coal,one_inst_firm,coal_one_inst_firm,gas_one_inst_firm,coal_multi_inst,gas_multi_inst
1409,Mark-E Aktiengesellschaft,DE,Cuno-Heizkraftwerk Herdecke,2009,1147348,609354,35.11,13.320154658601975,2545,1414,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,gas,1,0,0,0,0,0,1
1409,Mark-E Aktiengesellschaft,DE,Cuno-Heizkraftwerk Herdecke,2010,992349,776162,35.11,13.562116540264014,2545,1414,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,gas,1,0,0,0,0,0,1
1409,Mark-E Aktiengesellschaft,DE,Cuno-Heizkraftwerk Herdecke,2011,992349,709510,35.11,13.472329869915608,2545,1414,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,gas,1,0,0,0,0,0,1
1409,Mark-E Aktiengesellschaft,DE,Cuno-Heizkraftwerk Herdecke,2012,992349,329709,35.11,12.705965726230472,2545,1414,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,gas,1,0,0,0,0,0,1
1409,Mark-E Aktiengesellschaft,DE,Cuno-Heizkraftwerk Herdecke,2013,6895,116023,35.11,11.66154372629651,2545,1414,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,gas,1,0,0,0,0,0,1
1409,Mark-E Aktiengesellschaft,DE,Cuno-Heizkraftwerk Herdecke,2014,6051,77027,35.11,11.251911288723354,2545,1414,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,gas,1,0,0,0,0,0,1
1409,Mark-E Aktiengesellschaft,DE,Cuno-Heizkraftwerk Herdecke,2015,5361,50677,35.11,10.833227437734287,2545,1414,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,gas,1,0,0,0,0,0,1
1409,Mark-E Aktiengesellschaft,DE,Cuno-Heizkraftwerk Herdecke,2016,4692,188248,35.11,12.145515521435716,2545,1414,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,gas,1,0,0,0,0,0,1
1409,Mark-E Aktiengesellschaft,DE,Cuno-Heizkraftwerk Herdecke,2017,4045,192392,35.11,12.16729023630769,2545,1414,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,gas,1,0,0,0,0,0,1
1444,Stadtwerke Leipzig GmbH,DE,GuD und Heizkraftwerk Nord,2009,359432,401336,35.30,12.902554260678992,2557,1421,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,gas,1,0,1,0,1,0,0
1444,Stadtwerke Leipzig GmbH,DE,GuD und Heizkraftwerk Nord,2010,357405,394897,35.30,12.88638025038592,2557,1421,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,gas,1,0,1,0,1,0,0
1444,Stadtwerke Leipzig GmbH,DE,GuD und Heizkraftwerk Nord,2011,357405,397980,35.30,12.894157031747657,2557,1421,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,gas,1,0,1,0,1,0,0
1444,Stadtwerke Leipzig GmbH,DE,GuD und Heizkraftwerk Nord,2012,357405,322070,35.30,12.682524192204827,2557,1421,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,gas,1,0,1,0,1,0,0
1444,Stadtwerke Leipzig GmbH,DE,GuD und Heizkraftwerk Nord,2013,145863,231701,35.30,12.35320302633692,2557,1421,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,gas,1,0,1,0,1,0,0
1444,Stadtwerke Leipzig GmbH,DE,GuD und Heizkraftwerk Nord,2014,86994,223967,35.30,12.319253998555737,2557,1421,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,gas,1,0,1,0,1,0,0
1444,Stadtwerke Leipzig GmbH,DE,GuD und Heizkraftwerk Nord,2015,80220,164323,35.30,12.009589282055124,2557,1421,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,gas,1,0,1,0,1,0,0
1444,Stadtwerke Leipzig GmbH,DE,GuD und Heizkraftwerk Nord,2016,78767,304146,35.30,12.625263128256815,2557,1421,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,gas,1,0,1,0,1,0,0
1444,Stadtwerke Leipzig GmbH,DE,GuD und Heizkraftwerk Nord,2017,67896,230005,35.30,12.345856326799476,2557,1421,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,gas,1,0,1,0,1,0,0
1446,Uniper Kraftwerke GmbH,DE,Kraftwerk Franken I,2009,102572,314895,35.11,12.659994528906532,2558,1239,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,gas,1,0,0,0,0,0,1
1446,Uniper Kraftwerke GmbH,DE,Kraftwerk Franken I,2010,102572,278188,35.11,12.536052423105506,2558,1239,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,gas,1,0,0,0,0,0,1
1446,Uniper Kraftwerke GmbH,DE,Kraftwerk Franken I,2011,102572,164740,35.11,12.01212375249524,2558,1239,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,gas,1,0,0,0,0,0,1
1446,Uniper Kraftwerke GmbH,DE,Kraftwerk Franken I,2012,102572,106109,35.11,11.572222146640776,2558,1239,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,gas,1,0,0,0,0,0,1
1446,Uniper Kraftwerke GmbH,DE,Kraftwerk Franken I,2013,8244,70346,35.11,11.161181202361705,2558,1239,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,gas,1,0,0,0,0,0,1
1446,Uniper Kraftwerke GmbH,DE,Kraftwerk Franken I,2014,7378,86049,35.11,11.362672180421665,2558,1239,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,gas,1,0,0,0,0,0,1
1446,Uniper Kraftwerke GmbH,DE,Kraftwerk Franken I,2015,3268,222899,35.11,12.314474033047162,2558,1239,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,gas,1,0,0,0,0,0,1
1446,Uniper Kraftwerke GmbH,DE,Kraftwerk Franken I,2016,2860,124658,35.11,11.733329266595444,2558,1239,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,gas,1,0,0,0,0,0,1
1446,Uniper Kraftwerke GmbH,DE,Kraftwerk Franken I,2017,2466,227471,35.11,12.334778036720357,2558,1239,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,gas,1,0,0,0,0,0,1
1450,EnBW Energie Baden-Württemberg AG,DE,Kraftwerk Altbach,2009,1925027,2348914,35.11,14.669463651646872,2560,1422,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1450,EnBW Energie Baden-Württemberg AG,DE,Kraftwerk Altbach,2010,1925027,2224830,35.11,14.615191066169123,2560,1422,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1450,EnBW Energie Baden-Württemberg AG,DE,Kraftwerk Altbach,2011,1925027,2539491,35.11,14.747474225212432,2560,1422,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1450,EnBW Energie Baden-Württemberg AG,DE,Kraftwerk Altbach,2012,1951437,2836945,35.11,14.858238326926998,2560,1422,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,coal,0,1,0,0,0,1,0
1450,EnBW Energie Baden-Württemberg AG,DE,Kraftwerk Altbach,2013,117225,3106423,35.11,14.948982461441203,2560,1422,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,coal,0,1,0,0,0,1,0
1450,EnBW Energie Baden-Württemberg AG,DE,Kraftwerk Altbach,2014,101288,2115746,35.11,14.56491802694803,2560,1422,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,coal,0,1,0,0,0,1,0
1450,EnBW Energie Baden-Württemberg AG,DE,Kraftwerk Altbach,2015,88270,1661245,35.11,14.323077879223272,2560,1422,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,coal,0,1,0,0,0,1,0
1450,EnBW Energie Baden-Württemberg AG,DE,Kraftwerk Altbach,2016,77963,1919622,35.11,14.467638849621537,2560,1422,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,coal,0,1,0,0,0,1,0
1450,EnBW Energie Baden-Württemberg AG,DE,Kraftwerk Altbach,2017,69075,1250276,35.11,14.038874884905752,2560,1422,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,coal,0,1,0,0,0,1,0
1452,EnBW Energie Baden-Württemberg AG,DE,Heizkraftwerk Heilbronn,2009,2213897,2612942,35.11,14.775987347547636,2561,1422,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1452,EnBW Energie Baden-Württemberg AG,DE,Heizkraftwerk Heilbronn,2010,2213897,3241050,35.11,14.991407909341925,2561,1422,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1452,EnBW Energie Baden-Württemberg AG,DE,Heizkraftwerk Heilbronn,2011,2811609,2914670,35.11,14.885267163811102,2561,1422,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1452,EnBW Energie Baden-Württemberg AG,DE,Heizkraftwerk Heilbronn,2012,2496867,3355407,35.11,15.026083632505687,2561,1422,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,coal,0,1,0,0,0,1,0
1452,EnBW Energie Baden-Württemberg AG,DE,Heizkraftwerk Heilbronn,2013,54685,4132820,35.11,15.234470540646111,2561,1422,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,coal,0,1,0,0,0,1,0
1452,EnBW Energie Baden-Württemberg AG,DE,Heizkraftwerk Heilbronn,2014,49526,3284784,35.11,15.00481145431434,2561,1422,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,coal,0,1,0,0,0,1,0
1452,EnBW Energie Baden-Württemberg AG,DE,Heizkraftwerk Heilbronn,2015,44541,3178511,35.11,14.971923406104539,2561,1422,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,coal,0,1,0,0,0,1,0
1452,EnBW Energie Baden-Württemberg AG,DE,Heizkraftwerk Heilbronn,2016,39740,2388302,35.11,14.686093211160165,2561,1422,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,coal,0,1,0,0,0,1,0
1452,EnBW Energie Baden-Württemberg AG,DE,Heizkraftwerk Heilbronn,2017,35115,2394697,35.11,14.688767267253699,2561,1422,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,coal,0,1,0,0,0,1,0
1453,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Boxberg Werk III,2009,4270087,8057621,35.11,15.902128909623821,2562,1370,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1453,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Boxberg Werk III,2010,4270087,8379909,35.11,15.94134761321076,2562,1370,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1453,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Boxberg Werk III,2011,4270087,9004039,35.11,16.013183812407643,2562,1370,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1453,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Boxberg Werk III,2012,4270087,8861465,35.11,15.997222658799611,2562,1370,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,coal,0,1,0,0,0,1,0
1453,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Boxberg Werk III,2013,7285,8385805,35.11,15.942050953401706,2562,1370,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,coal,0,1,0,0,0,1,0
1453,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Boxberg Werk III,2014,10746,8086861,35.11,15.905751203850608,2562,1370,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,coal,0,1,0,0,0,1,0
1453,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Boxberg Werk III,2015,9102,8615210,35.11,15.969039803735294,2562,1370,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,coal,0,1,0,0,0,1,0
1453,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Boxberg Werk III,2016,7601,8874695,35.11,15.99871452653804,2562,1370,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,coal,0,1,0,0,0,1,0
1453,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Boxberg Werk III,2017,6280,8552606,35.11,15.961746589793922,2562,1370,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,coal,0,1,0,0,0,1,0
1454,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Boxberg Werk IV,2009,4348029,7191197,35.11,15.78836819706469,2563,1370,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1454,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Boxberg Werk IV,2010,4348029,6737555,35.11,15.723207657431377,2563,1370,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1454,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Boxberg Werk IV,2011,4348029,7146458,35.11,15.78212740731131,2563,1370,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1454,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Boxberg Werk IV,2012,5114554,7005802,35.11,15.762249220850055,2563,1370,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,coal,0,1,0,0,0,1,0
1454,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Boxberg Werk IV,2013,12551,10767374,35.11,16.192031193961277,2563,1370,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,coal,0,1,0,0,0,1,0
1454,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Boxberg Werk IV,2014,10978,10613331,35.11,16.177621410423075,2563,1370,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,coal,0,1,0,0,0,1,0
1454,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Boxberg Werk IV,2015,4863,10822291,35.11,16.19711854649249,2563,1370,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,coal,0,1,0,0,0,1,0
1454,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Boxberg Werk IV,2016,0,9696702,35.11,16.08729638566051,2563,1370,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,coal,0,1,0,0,0,1,0
1454,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Boxberg Werk IV,2017,3669,10583101,35.11,16.174769041637994,2563,1370,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,coal,0,1,0,0,0,1,0
1456,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Jänschwalde,2009,12230895,23256898,35.11,16.96211233416645,2565,1370,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1456,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Jänschwalde,2010,12316341,23486345,35.11,16.97192974640159,2565,1370,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1456,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Jänschwalde,2011,12259377,24034231,35.11,16.994989663791067,2565,1370,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1456,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Jänschwalde,2012,12259377,24424241,35.11,17.011086680691765,2565,1370,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,coal,0,1,0,0,0,1,0
1456,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Jänschwalde,2013,47086,25395582,35.11,17.050085779852097,2565,1370,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,coal,0,1,0,0,0,1,0
1456,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Jänschwalde,2014,42137,24196146,35.11,17.00170392224595,2565,1370,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,coal,0,1,0,0,0,1,0
1456,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Jänschwalde,2015,37330,23325104,35.11,16.965040763423005,2565,1370,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,coal,0,1,0,0,0,1,0
1456,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Jänschwalde,2016,32674,23756337,35.11,16.98335987390715,2565,1370,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,coal,0,1,0,0,0,1,0
1456,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Jänschwalde,2017,28164,23626776,35.11,16.977891203121786,2565,1370,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,coal,0,1,0,0,0,1,0
1457,EnBW Energie Baden-Württemberg AG,DE,RDK Karlsruhe,2009,1934299,1788869,35.11,14.397094134544243,2566,1422,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1457,EnBW Energie Baden-Württemberg AG,DE,RDK Karlsruhe,2010,1943832,2168658,35.11,14.58961910102824,2566,1422,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1457,EnBW Energie Baden-Württemberg AG,DE,RDK Karlsruhe,2011,1943832,2421814,35.11,14.700027404109875,2566,1422,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1457,EnBW Energie Baden-Württemberg AG,DE,RDK Karlsruhe,2012,2115761,2178344,35.11,14.594075513070385,2566,1422,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,coal,0,1,0,0,0,1,0
1457,EnBW Energie Baden-Württemberg AG,DE,RDK Karlsruhe,2013,108228,3030086,35.11,14.92410155992105,2566,1422,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,coal,0,1,0,0,0,1,0
1457,EnBW Energie Baden-Württemberg AG,DE,RDK Karlsruhe,2014,92463,3621329,35.11,15.102351643499123,2566,1422,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,coal,0,1,0,0,0,1,0
1457,EnBW Energie Baden-Württemberg AG,DE,RDK Karlsruhe,2015,39577,3874679,35.11,15.169973378628592,2566,1422,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,coal,0,1,0,0,0,1,0
1457,EnBW Energie Baden-Württemberg AG,DE,RDK Karlsruhe,2016,67305,2985790,35.11,14.909374926409871,2566,1422,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,coal,0,1,0,0,0,1,0
1457,EnBW Energie Baden-Württemberg AG,DE,RDK Karlsruhe,2017,29008,3841547,35.11,15.161385708019095,2566,1422,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,coal,0,1,0,0,0,1,0
1458,EnBW Energie Baden-Württemberg AG,DE,Kraftwerk Stuttgart-Gaisburg,2009,129373,145845,35.30,11.890299692911867,2567,1422,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,gas,1,0,0,0,0,0,1
1458,EnBW Energie Baden-Württemberg AG,DE,Kraftwerk Stuttgart-Gaisburg,2010,129373,190272,35.30,12.15620990635777,2567,1422,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,gas,1,0,0,0,0,0,1
1458,EnBW Energie Baden-Württemberg AG,DE,Kraftwerk Stuttgart-Gaisburg,2011,163803,143252,35.30,11.872360596085109,2567,1422,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,gas,1,0,0,0,0,0,1
1458,EnBW Energie Baden-Württemberg AG,DE,Kraftwerk Stuttgart-Gaisburg,2012,146253,167931,35.30,12.031308459733468,2567,1422,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,gas,1,0,0,0,0,0,1
1458,EnBW Energie Baden-Württemberg AG,DE,Kraftwerk Stuttgart-Gaisburg,2013,78266,162259,35.30,11.996949102981711,2567,1422,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,gas,1,0,0,0,0,0,1
1458,EnBW Energie Baden-Württemberg AG,DE,Kraftwerk Stuttgart-Gaisburg,2014,68440,153309,35.30,11.940210771551508,2567,1422,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,gas,1,0,0,0,0,0,1
1458,EnBW Energie Baden-Württemberg AG,DE,Kraftwerk Stuttgart-Gaisburg,2015,61057,167006,35.30,12.025785018897205,2567,1422,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,gas,1,0,0,0,0,0,1
1458,EnBW Energie Baden-Württemberg AG,DE,Kraftwerk Stuttgart-Gaisburg,2016,52990,128783,35.30,11.765884096363624,2567,1422,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,gas,1,0,0,0,0,0,1
1458,EnBW Energie Baden-Württemberg AG,DE,Kraftwerk Stuttgart-Gaisburg,2017,45595,149856,35.30,11.917430111983268,2567,1422,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,gas,1,0,0,0,0,0,1
1459,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Schwarze Pumpe,2009,8124378,10670204,35.11,16.182965742120473,2568,1370,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1459,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Schwarze Pumpe,2010,8034474,11134090,35.11,16.225522131041224,2568,1370,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1459,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Schwarze Pumpe,2011,8094410,11852591,35.11,16.288057051434063,2568,1370,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1459,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Schwarze Pumpe,2012,8094410,12524246,35.11,16.343177003522335,2568,1370,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,coal,0,1,0,0,0,1,0
1459,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Schwarze Pumpe,2013,294072,11283451,35.11,16.238847696960487,2568,1370,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,coal,0,1,0,0,0,1,0
1459,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Schwarze Pumpe,2014,263166,11582879,35.11,16.26503861751614,2568,1370,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,coal,0,1,0,0,0,1,0
1459,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Schwarze Pumpe,2015,327072,12244201,35.11,16.32056299511655,2568,1370,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,coal,0,1,0,0,0,1,0
1459,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Schwarze Pumpe,2016,315506,12199320,35.11,16.316890770445163,2568,1370,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,coal,0,1,0,0,0,1,0
1459,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Schwarze Pumpe,2017,304149,11386251,35.11,16.24791713286638,2568,1370,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,coal,0,1,0,0,0,1,0
1460,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Lippendorf,2009,8584197,12772008,35.11,16.362766459186798,2569,1370,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1460,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Lippendorf,2010,8584197,12450819,35.11,16.337296961843904,2569,1370,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1460,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Lippendorf,2011,8584197,10898563,35.11,16.204141503646007,2569,1370,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,coal,0,1,0,0,0,1,0
1460,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Lippendorf,2012,8584197,10762080,35.11,16.19153940256641,2569,1370,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,coal,0,1,0,0,0,1,0
1460,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Lippendorf,2013,163278,11728509,35.11,16.277533102576076,2569,1370,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,coal,0,1,0,0,0,1,0
1460,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Lippendorf,2014,146033,11904182,35.11,16.29240032491663,2569,1370,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,coal,0,1,0,0,0,1,0
1460,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Lippendorf,2015,129302,10293959,35.11,16.147067776284242,2569,1370,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,coal,0,1,0,0,0,1,0
1460,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Lippendorf,2016,113174,10781907,35.11,16.193380009469628,2569,1370,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,coal,0,1,0,0,0,1,0
1460,Lausitz Energie Kraftwerke AG,DE,Kraftwerk Lippendorf,2017,97553,11376121,35.11,16.24702706739616,2569,1370,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,coal,0,1,0,0,0,1,0
