installationidentifier,account_holder,registry_code,installation_name,year,allocated,verified_emiss,nacerev2,ln_emissions,inst_num,firm_num,treated,post_2009,post_2010,post_2011,post_2012,post_2013,post_2014,post_2015,post_2016,post_2017,post,post_treated,post_2009_treated,post_2010_treated,post_2011_treated,post_2012_treated,post_2013_treated,post_2014_treated,post_2015_treated,post_2016_treated,post_2017_treated
1,Enefit Energiatootmine AS,EE,Balti Elektrijaam,2009,1454336,1263972,35.11,14.049769701544848,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Enefit Energiatootmine AS,EE,Balti Elektrijaam,2010,1454336,2859684,35.11,14.866221687181131,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Enefit Energiatootmine AS,EE,Balti Elektrijaam,2011,2612394,3723698,35.11,15.130227818494536,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Enefit Energiatootmine AS,EE,Balti Elektrijaam,2012,2049855,1435324,35.11,14.176901165662619,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Enefit Energiatootmine AS,EE,Balti Elektrijaam,2013,1132820,2208958,35.11,14.60803146909339,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,Enefit Energiatootmine AS,EE,Balti Elektrijaam,2014,969440,2236011,35.11,14.620204032744132,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,Enefit Energiatootmine AS,EE,Balti Elektrijaam,2015,808847,1408713,35.11,14.158187079572397,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,Enefit Energiatootmine AS,EE,Balti Elektrijaam,2016,650960,1626481,35.11,14.301929343302568,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,Enefit Energiatootmine AS,EE,Balti Elektrijaam,2017,467740,1602600,35.11,14.287137868326107,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,Kanteleen Voima Oy,FI,Haapaveden voimalaitos,2009,173678,372351,35.11,12.827592236780411,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,Kanteleen Voima Oy,FI,Haapaveden voimalaitos,2010,173678,742385,35.11,13.51762325550863,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,Kanteleen Voima Oy,FI,Haapaveden voimalaitos,2011,173678,493830,35.11,13.10994660738924,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,Kanteleen Voima Oy,FI,Haapaveden voimalaitos,2012,173678,208457,35.11,12.247488063939638,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,Kanteleen Voima Oy,FI,Haapaveden voimalaitos,2013,0,176127,35.11,12.078960604707834,2,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,Kanteleen Voima Oy,FI,Haapaveden voimalaitos,2014,0,345426,35.11,12.75253371690512,2,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,Kanteleen Voima Oy,FI,Haapaveden voimalaitos,2015,0,49214,35.11,10.803933414848446,2,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
1,Kanteleen Voima Oy,FI,Haapaveden voimalaitos,2016,0,3830,35.11,8.250620082174692,2,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
1,Kanteleen Voima Oy,FI,Haapaveden voimalaitos,2017,0,1764,35.11,7.475339236566737,2,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
1,Cegyco S.A.,LU,Cegyco S.A.,2009,66999,44988,35.11,10.714151066523913,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,Cegyco S.A.,LU,Cegyco S.A.,2010,66999,53430,35.11,10.886127664951816,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,Cegyco S.A.,LU,Cegyco S.A.,2011,66999,59052,35.11,10.98617369065398,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,Cegyco S.A.,LU,Cegyco S.A.,2012,66999,51228,35.11,10.844041536545962,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,Cegyco S.A.,LU,Cegyco S.A.,2013,45226,42118,35.11,10.648230481739724,3,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,Cegyco S.A.,LU,Cegyco S.A.,2014,44439,36669,35.11,10.509686990445372,3,3,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,Cegyco S.A.,LU,Cegyco S.A.,2015,43652,36882,35.11,10.515478906135064,3,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
1,Cegyco S.A.,LU,Cegyco S.A.,2016,42865,39683,35.11,10.588678163379617,3,3,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
1,Cegyco S.A.,LU,Cegyco S.A.,2017,42078,36625,35.11,10.50848634631937,3,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
1,A/S “Olaines udens un siltums”,LV,Installation 1,2009,16259,12929,35.30,9.467228129254554,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,A/S “Olaines udens un siltums”,LV,Installation 1,2010,16259,13846,35.30,9.53575166123797,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,A/S “Olaines udens un siltums”,LV,Installation 1,2011,16259,12273,35.30,9.415157006597509,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,A/S “Olaines udens un siltums”,LV,Installation 1,2012,16259,8031,35.30,8.991064332188461,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,A/S “Olaines udens un siltums”,LV,Installation 1,2013,10467,7327,35.30,8.899321434159964,4,4,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,A/S “Olaines udens un siltums”,LV,Installation 1,2014,9367,5792,35.30,8.664232934065552,4,4,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,A/S “Olaines udens un siltums”,LV,Installation 1,2015,4149,3156,35.30,8.057060681965766,4,4,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
1,A/S “Olaines udens un siltums”,LV,Installation 1,2016,3630,4128,35.30,8.325548307161398,4,4,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
1,A/S “Olaines udens un siltums”,LV,Installation 1,2017,3127,3869,35.30,8.260751354700513,4,4,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
1,Agder Energi Varme AS,NO,Agder Energi Varme,2009,154,3122,35.30,8.046229101075378,5,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,Agder Energi Varme AS,NO,Agder Energi Varme,2010,154,7386,35.30,8.90734159541251,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,Agder Energi Varme AS,NO,Agder Energi Varme,2011,154,1710,35.30,7.444248649496705,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,Agder Energi Varme AS,NO,Agder Energi Varme,2012,154,367,35.30,5.905361848054571,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,Agder Energi Varme AS,NO,Agder Energi Varme,2013,4007,462,35.30,6.135564891081739,5,5,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,Agder Energi Varme AS,NO,Agder Energi Varme,2014,3585,437,35.30,6.07993319509559,5,5,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,Agder Energi Varme AS,NO,Agder Energi Varme,2015,3176,636,35.30,6.455198563340122,5,5,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
1,Agder Energi Varme AS,NO,Agder Energi Varme,2016,2778,205,35.30,5.3230099791384085,5,5,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
1,Agder Energi Varme AS,NO,Agder Energi Varme,2017,2394,34,35.30,3.5263605246161616,5,5,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
1,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Bełchatów,2009,26937155,29473072,35.11,17.198987590882727,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Bełchatów,2010,26937155,29659590,35.11,17.20529607124743,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Bełchatów,2011,26937155,32823146,35.11,17.30664449521756,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Bełchatów,2012,31749901,35193844,35.11,17.376381738910286,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Bełchatów,2013,16816401,37178165,35.11,17.431232184547937,6,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Bełchatów,2014,15541610,36886458,35.11,17.423355049782842,6,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Bełchatów,2015,13501970,37051920,35.11,17.427830730226013,6,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Bełchatów,2016,10282843,34941622,35.11,17.36918928403116,6,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Bełchatów,2017,7788822,37646220,35.11,17.443743108763545,6,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,ENA Energi AB,SE,HPC Simpan,2009,0,1235,35.30,7.118826249062078,7,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,ENA Energi AB,SE,HPC Simpan,2010,0,2559,35.30,7.847371836159788,7,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,ENA Energi AB,SE,HPC Simpan,2011,0,724,35.30,6.584791392385716,7,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,ENA Energi AB,SE,HPC Simpan,2012,0,2469,35.30,7.81156848934518,7,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,ENA Energi AB,SE,HPC Simpan,2013,49202,1444,35.30,7.275172319452771,7,7,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,ENA Energi AB,SE,HPC Simpan,2014,44030,2898,35.30,7.971776122880628,7,7,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,ENA Energi AB,SE,HPC Simpan,2015,39007,1230,35.30,7.114769448366463,7,7,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
1,ENA Energi AB,SE,HPC Simpan,2016,34142,550,35.30,6.309918278226516,7,7,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
1,ENA Energi AB,SE,HPC Simpan,2017,29429,332,35.30,5.805134968916488,7,7,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
1,"ENERGETIKA LJUBLJANA, D.O.O.",SI,"Energetika Ljubljana, d.o.o.",2009,52263,52643,35.30,10.87128855525674,8,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,"ENERGETIKA LJUBLJANA, D.O.O.",SI,"Energetika Ljubljana, d.o.o.",2010,52263,41628,35.30,10.63652829675775,8,8,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,"ENERGETIKA LJUBLJANA, D.O.O.",SI,"Energetika Ljubljana, d.o.o.",2011,52263,42389,35.30,10.654644173598973,8,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,"ENERGETIKA LJUBLJANA, D.O.O.",SI,"Energetika Ljubljana, d.o.o.",2012,52263,44462,35.30,10.702390170761937,8,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,"ENERGETIKA LJUBLJANA, D.O.O.",SI,"Energetika Ljubljana, d.o.o.",2013,27776,36849,35.30,10.514583760207204,8,8,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,"ENERGETIKA LJUBLJANA, D.O.O.",SI,"Energetika Ljubljana, d.o.o.",2014,25404,39945,35.30,10.595258786916142,8,8,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,"ENERGETIKA LJUBLJANA, D.O.O.",SI,"Energetika Ljubljana, d.o.o.",2015,23098,37113,35.30,10.521722591530942,8,8,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
1,"ENERGETIKA LJUBLJANA, D.O.O.",SI,"Energetika Ljubljana, d.o.o.",2016,13391,38998,35.30,10.571265641745532,8,8,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
1,"ENERGETIKA LJUBLJANA, D.O.O.",SI,"Energetika Ljubljana, d.o.o.",2017,12251,41937,35.30,10.643923771139239,8,8,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
1,"STEFE Banská Bystrica, a.s.",SK,Tepláreň Radvaň,2009,32600,23280,35.30,10.055349901845375,9,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,"STEFE Banská Bystrica, a.s.",SK,Tepláreň Radvaň,2010,32600,23094,35.30,10.047328122511802,9,9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,"STEFE Banská Bystrica, a.s.",SK,Tepláreň Radvaň,2011,32600,20340,35.30,9.920344669602551,9,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,"STEFE Banská Bystrica, a.s.",SK,Tepláreň Radvaň,2012,32600,13057,35.30,9.477079667408038,9,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,"STEFE Banská Bystrica, a.s.",SK,Tepláreň Radvaň,2013,9725,12305,35.30,9.417760962825156,9,9,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,"STEFE Banská Bystrica, a.s.",SK,Tepláreň Radvaň,2014,8673,12435,35.30,9.428270356237505,9,9,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,"STEFE Banská Bystrica, a.s.",SK,Tepláreň Radvaň,2015,7684,12701,35.30,9.44943600950432,9,9,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
1,"STEFE Banská Bystrica, a.s.",SK,Tepláreň Radvaň,2016,6725,13386,35.30,9.501964663660587,9,9,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
1,"STEFE Banská Bystrica, a.s.",SK,Tepláreň Radvaň,2017,5797,13055,35.30,9.47692648113323,9,9,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
2,BRØNDBY FJERNVARME A M B A,DK,Brøndby Strand Fjernvarmecentral,2009,501,343,35.30,5.8377304471659395,10,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,BRØNDBY FJERNVARME A M B A,DK,Brøndby Strand Fjernvarmecentral,2010,501,1581,35.30,7.365812837209472,10,10,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,BRØNDBY FJERNVARME A M B A,DK,Brøndby Strand Fjernvarmecentral,2011,501,119,35.30,4.77912349311153,10,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,BRØNDBY FJERNVARME A M B A,DK,Brøndby Strand Fjernvarmecentral,2012,501,368,35.30,5.908082938168931,10,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,BRØNDBY FJERNVARME A M B A,DK,Brøndby Strand Fjernvarmecentral,2013,348,526,35.30,6.26530121273771,10,10,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2,BRØNDBY FJERNVARME A M B A,DK,Brøndby Strand Fjernvarmecentral,2014,623,228,35.30,5.429345628954441,10,10,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2,BRØNDBY FJERNVARME A M B A,DK,Brøndby Strand Fjernvarmecentral,2015,138,447,35.30,6.102558594613569,10,10,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2,BRØNDBY FJERNVARME A M B A,DK,Brøndby Strand Fjernvarmecentral,2016,242,856,35.30,6.752270376141742,10,10,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
2,BRØNDBY FJERNVARME A M B A,DK,Brøndby Strand Fjernvarmecentral,2017,416,313,35.30,5.746203190540153,10,10,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
2,Enefit Energiatootmine AS,EE,Eesti Elektrijaam,2009,7214504,7036332,35.11,15.766597569627447,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Enefit Energiatootmine AS,EE,Eesti Elektrijaam,2010,7214504,9293785,35.11,16.044856455155266,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Enefit Energiatootmine AS,EE,Eesti Elektrijaam,2011,8730846,8408440,35.11,15.944746521282925,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Enefit Energiatootmine AS,EE,Eesti Elektrijaam,2012,8033243,9440345,35.11,16.06050308406404,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Enefit Energiatootmine AS,EE,Eesti Elektrijaam,2013,4104032,10667854,35.11,16.182745478401113,11,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,Enefit Energiatootmine AS,EE,Eesti Elektrijaam,2014,3525713,9683037,35.11,16.08588614971618,11,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,Enefit Energiatootmine AS,EE,Eesti Elektrijaam,2015,2947400,7080114,35.11,15.772800567235187,11,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,Enefit Energiatootmine AS,EE,Eesti Elektrijaam,2016,2369095,7938499,35.11,15.887234772531313,11,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2,Enefit Energiatootmine AS,EE,Eesti Elektrijaam,2017,1673548,8357064,35.11,15.938617727204818,11,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,Pasvaldibas SIA „Ventspils siltums”,LV,Installation 2,2009,39735,23050,35.11,10.045421048424794,12,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,Pasvaldibas SIA „Ventspils siltums”,LV,Installation 2,2010,39735,26851,35.11,10.198058343191331,12,11,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,Pasvaldibas SIA „Ventspils siltums”,LV,Installation 2,2011,39735,23635,35.11,10.070483943227337,12,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,Pasvaldibas SIA „Ventspils siltums”,LV,Installation 2,2012,39735,21034,35.11,9.953895455079973,12,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,Pasvaldibas SIA „Ventspils siltums”,LV,Installation 2,2013,19411,6076,35.11,8.712101863715663,12,11,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2,Pasvaldibas SIA „Ventspils siltums”,LV,Installation 2,2014,17371,324,35.11,5.780743515792329,12,11,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2,Pasvaldibas SIA „Ventspils siltums”,LV,Installation 2,2015,15386,21,35.11,3.044522437723423,12,11,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2,Pasvaldibas SIA „Ventspils siltums”,LV,Installation 2,2016,13462,180,35.11,5.19295685089021,12,11,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
2,Pasvaldibas SIA „Ventspils siltums”,LV,Installation 2,2017,11597,67,35.11,4.204692619390966,12,11,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
2,BKK Produksjon AS,NO,BKK Produksjon AS,2009,6768,20866,35.11,9.945876319027915,13,12,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,BKK Produksjon AS,NO,BKK Produksjon AS,2010,6768,24626,35.11,10.111558074352816,13,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,BKK Produksjon AS,NO,BKK Produksjon AS,2011,6768,27344,35.11,10.216252405355371,13,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,BKK Produksjon AS,NO,BKK Produksjon AS,2012,6768,25507,35.11,10.146708203279516,13,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,BKK Produksjon AS,NO,BKK Produksjon AS,2013,4787,26046,35.11,10.167619484527648,13,12,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2,BKK Produksjon AS,NO,BKK Produksjon AS,2014,4284,27250,35.11,10.21280880009139,13,12,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2,BKK Produksjon AS,NO,BKK Produksjon AS,2015,3795,24292,35.11,10.097902357017466,13,12,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2,BKK Produksjon AS,NO,BKK Produksjon AS,2016,3322,27176,35.11,10.21008950984042,13,12,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
2,BKK Produksjon AS,NO,BKK Produksjon AS,2017,2864,27771,35.11,10.23174758973532,13,12,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
2,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Opole,2009,6475340,7413193,35.11,15.818771808643259,14,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Opole,2010,6475340,6770075,35.11,15.728022723113652,14,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Opole,2011,6475340,6872050,35.11,15.74297301852197,14,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Opole,2012,6475340,6252718,35.11,15.648526807179683,14,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Opole,2013,3882897,6321343,35.11,15.659442243548114,14,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Opole,2014,3587594,6422060,35.11,15.675249496471789,14,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Opole,2015,3118922,5821226,35.11,15.577021450444372,14,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Opole,2016,2377219,5917008,35.11,15.593341473694423,14,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Opole,2017,1802162,6278862,35.11,15.652699311832748,14,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,JAVNO PODJETJE ENERGETIKA MARIBOR D.O.O.,SI,JAVNO PODJETJE ENERGETIKA MARIBOR D.O.O.,2009,30595,21614,35.30,9.98109653186311,15,13,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,JAVNO PODJETJE ENERGETIKA MARIBOR D.O.O.,SI,JAVNO PODJETJE ENERGETIKA MARIBOR D.O.O.,2010,30595,23218,35.30,10.052683118897981,15,13,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,JAVNO PODJETJE ENERGETIKA MARIBOR D.O.O.,SI,JAVNO PODJETJE ENERGETIKA MARIBOR D.O.O.,2011,30595,20892,35.30,9.94712158955619,15,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,JAVNO PODJETJE ENERGETIKA MARIBOR D.O.O.,SI,JAVNO PODJETJE ENERGETIKA MARIBOR D.O.O.,2012,30595,20308,35.30,9.918770176067286,15,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,JAVNO PODJETJE ENERGETIKA MARIBOR D.O.O.,SI,JAVNO PODJETJE ENERGETIKA MARIBOR D.O.O.,2013,13655,19349,35.30,9.87039601753593,15,13,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2,JAVNO PODJETJE ENERGETIKA MARIBOR D.O.O.,SI,JAVNO PODJETJE ENERGETIKA MARIBOR D.O.O.,2014,12220,7118,35.30,8.870382066070137,15,13,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
