year,registry_code,accountholder_id_trans_data,installation_id_trans_data,net_ac_tot_inst,net_ac_ext_inst,annual_change_bank_inst,bank_inst,installationidentifier
2009,BG,783,BG_115,0,0,20599,20599,115
2010,BG,783,BG_115,0,0,-1150,19449,115
2011,BG,783,BG_115,0,0,1592,21041,115
2017,BG,783,BG_115,-20173,-20173,-21041,0,115
2009,BG,784,BG_116,0,0,51093,51093,116
2010,BG,784,BG_116,0,0,12943,64036,116
2011,BG,784,BG_116,-35222,-35222,6404,70440,116
2012,BG,784,BG_116,0,0,-18456,51984,116
2013,BG,784,BG_116,0,0,39698,91682,116
2014,BG,784,BG_116,-45000,-45000,-37164,54518,116
2015,BG,784,BG_116,0,0,7638,62156,116
2016,BG,784,BG_116,-50000,-50000,-48485,13671,116
2017,BG,784,BG_116,0,0,11106,24777,116
2009,BG,785,BG_117,0,0,12976,12976,117
2010,BG,785,BG_117,-17000,-17000,-10887,2089,117
2011,BG,785,BG_117,-2089,-2089,-2089,0,117
2009,BG,786,BG_118,0,0,2250,2250,118
2010,BG,786,BG_118,-2250,-2250,-1264,986,118
2011,BG,786,BG_118,0,0,1215,2201,118
2012,BG,786,BG_118,0,0,-381,1820,118
2013,BG,786,BG_118,0,0,651,2471,118
2014,BG,786,BG_118,0,0,981,3452,118
2015,BG,786,BG_118,0,0,336,3788,118
2016,BG,786,BG_118,0,0,207,3995,118
2017,BG,786,BG_118,0,0,242,4237,118
2009,BG,787,BG_119,0,0,43097,43097,119
2010,BG,787,BG_119,-38000,-38000,-18878,24219,119
2011,BG,787,BG_119,-24219,-24219,-24219,0,119
2009,BG,788,BG_120,0,0,6178,6178,120
2010,BG,788,BG_120,-5900,-5900,-3096,3082,120
2011,BG,788,BG_120,-3070,-3070,-59,3023,120
2012,BG,788,BG_120,-3000,-3000,-3000,23,120
2014,BG,788,BG_120,0,0,0,23,120
2015,BG,788,BG_120,-23,-23,-23,0,120
2009,BG,789,BG_121,0,0,11158,11158,121
2010,BG,789,BG_121,-10900,-10900,-5917,5241,121
2011,BG,789,BG_121,-5200,-5200,4584,9825,121
2012,BG,789,BG_121,-5400,-5400,-5400,4425,121
2015,BG,789,BG_121,-65,-65,-65,4360,121
2009,BG,790,BG_122,0,0,4580,4580,122
2010,BG,790,BG_122,-1000,-1000,-1127,3453,122
2011,BG,790,BG_122,0,0,-235,3218,122
2012,BG,790,BG_122,2600,2600,-2171,1047,122
2013,BG,790,BG_122,-1040,-1040,4261,5308,122
2014,BG,790,BG_122,0,0,1085,6393,122
2015,BG,790,BG_122,0,0,-530,5863,122
2016,BG,790,BG_122,0,0,-705,5158,122
2017,BG,790,BG_122,0,0,-726,4432,122
2009,BG,791,BG_123,0,0,8372,8372,123
2010,BG,791,BG_123,0,0,-390,7982,123
2011,BG,791,BG_123,0,0,2341,10323,123
2012,BG,791,BG_123,-5924,-5924,-10067,256,123
2013,BG,791,BG_123,0,0,2241,2497,123
2014,BG,791,BG_123,-5000,-5000,770,3267,123
2015,BG,791,BG_123,139,139,-2621,646,123
2009,BG,793,BG_125,0,0,38924,38924,125
2010,BG,793,BG_125,-53668,-53668,-38566,358,125
2011,BG,793,BG_125,-17526,-17526,-358,0,125
2012,BG,793,BG_125,9928,9928,25,25,125
2013,BG,793,BG_125,0,0,2508,2533,125
2014,BG,793,BG_125,-14960,-14960,-776,1757,125
2015,BG,793,BG_125,0,0,5023,6780,125
2016,BG,793,BG_125,-6780,-6780,-4760,2020,125
2017,BG,793,BG_125,-2020,-2020,3466,5486,125
2009,BG,794,BG_126,0,0,20799,20799,126
2010,BG,794,BG_126,-13000,-13000,-7807,12992,126
2011,BG,794,BG_126,0,0,7337,20329,126
2012,BG,794,BG_126,-10000,-10000,-13004,7325,126
2013,BG,794,BG_126,0,0,294,7619,126
2014,BG,794,BG_126,0,0,3558,11177,126
2015,BG,794,BG_126,0,0,-1127,10050,126
2016,BG,794,BG_126,0,0,-4565,5485,126
2017,BG,794,BG_126,0,0,-4992,493,126
2012,BG,794,BG_127,-2500,-2500,-3076,9024,127
2013,BG,794,BG_127,0,0,555,9579,127
2014,BG,794,BG_127,0,0,-734,8845,127
2015,BG,794,BG_127,0,0,-783,8062,127
2016,BG,794,BG_127,0,0,161,8223,127
2017,BG,794,BG_127,0,0,-304,7919,127
2009,BG,795,BG_128,0,0,576,576,128
2010,BG,795,BG_128,-576,-576,-576,0,128
2009,BG,800,BG_129,0,0,2296,2296,129
2010,BG,800,BG_129,-1000,-1000,-68,2228,129
2011,BG,800,BG_129,-1244,-1244,788,3016,129
2012,BG,800,BG_129,0,0,-685,2331,129
2013,BG,800,BG_129,-2331,-2331,-2331,0,129
2009,BG,801,BG_130,0,0,346665,346665,130
2010,BG,801,BG_130,-80000,-80000,-34791,311874,130
2011,BG,801,BG_130,-60000,-60000,-115823,196051,130
2012,BG,801,BG_130,33000,33000,-195763,288,130
2013,BG,801,BG_130,5000,5000,520688,520976,130
2014,BG,801,BG_130,151224,151224,68928,589904,130
2015,BG,801,BG_130,168000,168000,-79926,509978,130
2016,BG,801,BG_130,238500,238500,-13275,496703,130
2017,BG,801,BG_130,0,0,-239489,257214,130
2009,BG,802,BG_131,0,0,6426,6426,131
2010,BG,802,BG_131,0,0,759,7185,131
2011,BG,802,BG_131,0,0,24,7209,131
2012,BG,802,BG_131,0,0,-558,6651,131
2013,BG,802,BG_131,3002,3002,1714,8365,131
2014,BG,802,BG_131,0,0,901,9266,131
2015,BG,802,BG_131,-7366,-7366,-7549,1717,131
2016,BG,802,BG_131,2000,2000,1355,3072,131
2017,BG,802,BG_131,0,0,-923,2149,131
2009,BG,803,BG_132,0,0,1192,1192,132
2010,BG,803,BG_132,0,0,552,1744,132
2011,BG,803,BG_132,-1740,-1740,-1744,0,132
2009,BG,806,BG_135,0,0,9355,9355,135
2010,BG,806,BG_135,-10600,-10600,-6821,2534,135
2011,BG,806,BG_135,-8000,-8000,-2286,248,135
2012,BG,806,BG_135,1700,1700,-247,1,135
2013,BG,806,BG_135,1135,1135,0,1,135
2014,BG,806,BG_135,0,0,2286,2287,135
2015,BG,806,BG_135,0,0,814,3101,135
2016,BG,806,BG_135,0,0,-390,2711,135
2017,BG,806,BG_135,0,0,-412,2299,135
2009,BG,808,BG_137,0,0,315,315,137
2010,BG,808,BG_137,0,0,15,330,137
2011,BG,808,BG_137,0,0,-39,291,137
2012,BG,808,BG_137,0,0,-290,1,137
2013,BG,808,BG_137,230,230,0,1,137
2014,BG,808,BG_137,356,356,0,1,137
2015,BG,808,BG_137,391,391,0,1,137
2016,BG,808,BG_137,475,475,0,1,137
2017,BG,808,BG_137,439,439,0,1,137
2010,BG,813,BG_143,0,0,0,0,143
2012,BG,813,BG_143,402,402,0,0,143
2009,BG,821,BG_140,9756,9756,0,0,140
2010,BG,821,BG_144,0,0,9721,9721,144
2011,BG,821,BG_144,0,0,2855,12576,144
2012,BG,821,BG_144,0,0,-7309,5267,144
2013,BG,821,BG_144,0,0,4330,9597,144
2014,BG,821,BG_144,0,0,-1579,8018,144
2015,BG,821,BG_144,0,0,-2183,5835,144
2016,BG,821,BG_144,0,0,-2358,3477,144
2017,BG,821,BG_144,0,0,-2741,736,144
2010,BG,822,BG_145,0,0,9029,9029,145
2011,BG,822,BG_145,-8000,-8000,-2714,6315,145
2012,BG,822,BG_145,-6000,-6000,-6045,270,145
2015,BG,822,BG_145,-270,-270,-270,0,145
2010,BG,823,BG_146,0,0,11167,11167,146
2011,BG,823,BG_146,0,0,1499,12666,146
2012,BG,823,BG_146,0,0,-8218,4448,146
2013,BG,823,BG_146,0,0,3649,8097,146
2014,BG,823,BG_146,0,0,-1440,6657,146
2015,BG,823,BG_146,0,0,-67,6590,146
2016,BG,823,BG_146,0,0,-1372,5218,146
2017,BG,823,BG_146,0,0,-2569,2649,146
2011,BG,849,BG_147,0,0,16400,16400,147
2012,BG,849,BG_147,0,0,-5696,10704,147
2013,BG,849,BG_147,0,0,-515,10189,147
2014,BG,849,BG_147,151,151,2685,12874,147
2015,BG,849,BG_147,-9030,-9030,-12874,0,147
2011,BG,850,BG_148,-14815,-14815,4413,4413,148
2012,BG,850,BG_148,0,0,-3140,1273,148
2013,BG,850,BG_148,0,0,-602,671,148
2014,BG,850,BG_148,-3138,-3138,2464,3135,148
2015,BG,850,BG_148,-3000,-3000,-1631,1504,148
2016,BG,850,BG_148,0,0,-325,1179,148
2017,BG,850,BG_148,-1179,-1179,-218,961,148
2011,BG,852,BG_149,-2568,-2568,4799,4799,149
2012,BG,852,BG_149,0,0,-4741,58,149
2013,BG,852,BG_149,0,0,784,842,149
2014,BG,852,BG_149,0,0,3166,4008,149
2015,BG,852,BG_149,0,0,364,4372,149
2016,BG,852,BG_149,0,0,-1212,3160,149
2017,BG,852,BG_149,-3160,-3160,-3160,0,149
2011,BG,853,BG_150,-9026,-9026,861,861,150
2012,BG,853,BG_150,550,550,-859,2,150
2013,BG,853,BG_150,0,0,150,152,150
2014,BG,853,BG_150,1301,1301,3686,3838,150
2015,BG,853,BG_150,0,0,316,4154,150
2016,BG,853,BG_150,0,0,-352,3802,150
2017,BG,853,BG_150,-2000,-2000,-2485,1317,150
2011,BG,855,BG_151,964,964,30281,30281,151
2012,BG,855,BG_151,2866,2866,-16645,13636,151
2013,BG,855,BG_151,13000,13000,38607,52243,151
2014,BG,855,BG_151,-13000,-13000,-9627,42616,151
2015,BG,855,BG_151,0,0,2688,45304,151
2016,BG,855,BG_151,0,0,2003,47307,151
2017,BG,855,BG_151,0,0,-60,47247,151
2011,BG,858,BG_152,0,0,4016450,4016450,152
2012,BG,858,BG_152,542185,542185,-3573538,442912,152
2013,BG,858,BG_152,1841430,1841430,-177648,265264,152
2014,BG,858,BG_152,2150307,2150307,269015,534279,152
2015,BG,858,BG_152,3100000,3100000,-130007,404272,152
2016,BG,858,BG_152,2570000,2570000,-381205,23067,152
2017,BG,858,BG_152,3760000,3760000,150474,173541,152
2011,BG,859,BG_153,0,0,47954,47954,153
2012,BG,859,BG_153,0,0,-25131,22823,153
2013,BG,859,BG_153,7793,7793,2117,24940,153
2014,BG,859,BG_153,-18969,-18969,-24635,305,153
2015,BG,859,BG_153,-9331,-9331,-305,0,153
2016,BG,859,BG_153,227,227,0,0,153
2017,BG,859,BG_153,-8484,-8484,0,0,153
2009,BG,909,BG_1,0,0,9946,9946,1
2010,BG,909,BG_1,0,0,-443,9503,1
2011,BG,909,BG_1,0,0,-546,8957,1
2009,BG,910,BG_127,0,0,6831,6831,127
2010,BG,910,BG_127,-2000,-2000,1381,8212,127
2011,BG,910,BG_127,0,0,3888,12100,127
2009,CY,944,CY_210000000000001,444474,444474,0,0,210000000000001
2010,CY,944,CY_210000000000001,0,0,1165763,1165763,210000000000001
2011,CY,944,CY_210000000000001,916558,567640,596595,1762358,210000000000001
2012,CY,944,CY_210000000000001,-2914257,-1570627,-2442686,-680328,210000000000001
2013,CY,944,CY_210000000000001,0,0,-536787,-1217115,210000000000001
2014,CY,944,CY_210000000000001,202943,287178,-56966,-1274081,210000000000001
2015,CY,944,CY_210000000000001,686078,686078,-575005,-1849086,210000000000001
2016,CY,944,CY_210000000000001,1827158,1827158,335319,-1513767,210000000000001
2017,CY,944,CY_210000000000001,1728272,2193858,236514,-1277253,210000000000001
2009,CY,944,CY_210000000000002,-40649,53347,0,0,210000000000002
2010,CY,944,CY_210000000000002,0,0,650463,650463,210000000000002
2011,CY,944,CY_210000000000002,-366987,80145,-59505,590958,210000000000002
2012,CY,944,CY_210000000000002,-746973,-596440,-1189823,-598865,210000000000002
2013,CY,944,CY_210000000000002,0,0,470948,-127917,210000000000002
2014,CY,944,CY_210000000000002,-277626,0,497525,369608,210000000000002
2015,CY,944,CY_210000000000002,0,0,290643,660251,210000000000002
2016,CY,944,CY_210000000000002,-1050721,0,-835119,-174868,210000000000002
2017,CY,944,CY_210000000000002,-385839,0,-244724,-419592,210000000000002
2009,CY,944,CY_210000000000003,532769,438773,0,0,210000000000003
2010,CY,944,CY_210000000000003,0,0,1020667,1020667,210000000000003
2011,CY,944,CY_210000000000003,481537,383323,492991,1513658,210000000000003
2012,CY,944,CY_210000000000003,673792,-820371,-2360272,-846614,210000000000003
2013,CY,944,CY_210000000000003,0,0,1167514,320900,210000000000003
2014,CY,944,CY_210000000000003,361861,0,-403534,-82634,210000000000003
2015,CY,944,CY_210000000000003,0,0,-469143,-551777,210000000000003
2016,CY,944,CY_210000000000003,1050721,0,286495,-265282,210000000000003
2017,CY,944,CY_210000000000003,851425,0,-150109,-415391,210000000000003
2009,CY,945,CY_210000000000005,0,0,2587,2587,210000000000005
2010,CY,945,CY_210000000000005,0,0,485176,487763,210000000000005
2011,CY,945,CY_210000000000005,0,0,83942,571705,210000000000005
2012,CY,945,CY_210000000000005,-486263,-486263,-571704,1,210000000000005
2013,CY,945,CY_210000000000005,-486265,-486265,-486265,-486264,210000000000005
2009,CY,946,CY_210000000000006,-58001,-58001,21105,21105,210000000000006
2010,CY,946,CY_210000000000006,0,0,-10554,10551,210000000000006
2011,CY,946,CY_210000000000006,0,0,24544,35095,210000000000006
2012,CY,946,CY_210000000000006,-56721,-56721,-34902,193,210000000000006
2013,CY,946,CY_210000000000006,5000,5000,9467,9660,210000000000006
2014,CY,946,CY_210000000000006,7683,7683,12410,22070,210000000000006
2015,CY,946,CY_210000000000006,0,0,532,22602,210000000000006
2016,CY,946,CY_210000000000006,0,0,406,23008,210000000000006
2017,CY,946,CY_210000000000006,0,0,-183,22825,210000000000006
2009,CY,947,CY_210000000000007,-52002,-52002,26714,26714,210000000000007
2010,CY,947,CY_210000000000007,0,0,-14178,12536,210000000000007
2011,CY,947,CY_210000000000007,0,0,23756,36292,210000000000007
2012,CY,947,CY_210000000000007,-57514,-57514,-35975,317,210000000000007
2013,CY,947,CY_210000000000007,4000,4000,8620,8937,210000000000007
2014,CY,947,CY_210000000000007,8571,8571,13034,21971,210000000000007
2015,CY,947,CY_210000000000007,0,0,487,22458,210000000000007
2016,CY,947,CY_210000000000007,0,0,-435,22023,210000000000007
2017,CY,947,CY_210000000000007,0,0,3621,25644,210000000000007
2009,CY,948,CY_210000000000008,-61001,-61001,22362,22362,210000000000008
2010,CY,948,CY_210000000000008,0,0,-11393,10969,210000000000008
2011,CY,948,CY_210000000000008,0,0,26272,37241,210000000000008
2012,CY,948,CY_210000000000008,-59553,-59553,-36606,635,210000000000008
2013,CY,948,CY_210000000000008,12000,12000,16384,17019,210000000000008
2014,CY,948,CY_210000000000008,2660,2660,6976,23995,210000000000008
2015,CY,948,CY_210000000000008,0,0,129,24124,210000000000008
2016,CY,948,CY_210000000000008,0,0,-1175,22949,210000000000008
2017,CY,948,CY_210000000000008,0,0,-260,22689,210000000000008
2009,CY,949,CY_210000000000009,-68001,-68001,19037,19037,210000000000009
2010,CY,949,CY_210000000000009,0,0,-9500,9537,210000000000009
2011,CY,949,CY_210000000000009,0,0,26688,36225,210000000000009
2012,CY,949,CY_210000000000009,-59518,-59518,-35702,523,210000000000009
2013,CY,949,CY_210000000000009,13598,13598,17609,18132,210000000000009
2014,CY,949,CY_210000000000009,0,0,3674,21806,210000000000009
2015,CY,949,CY_210000000000009,0,0,587,22393,210000000000009
2016,CY,949,CY_210000000000009,0,0,-429,21964,210000000000009
2017,CY,949,CY_210000000000009,0,0,273,22237,210000000000009
2009,CY,950,CY_210000000000010,-63001,-63001,21340,21340,210000000000010
2010,CY,950,CY_210000000000010,0,0,-10849,10491,210000000000010
2011,CY,950,CY_210000000000010,0,0,26620,37111,210000000000010
2012,CY,950,CY_210000000000010,-60088,-60088,-37106,5,210000000000010
2013,CY,950,CY_210000000000010,13549,13549,17849,17854,210000000000010
2014,CY,950,CY_210000000000010,0,0,4035,21889,210000000000010
2015,CY,950,CY_210000000000010,0,0,747,22636,210000000000010
2016,CY,950,CY_210000000000010,0,0,-380,22256,210000000000010
2017,CY,950,CY_210000000000010,0,0,-867,21389,210000000000010
2009,CY,952,CY_210000000000012,-22301,-22301,12851,12851,210000000000012
2010,CY,952,CY_210000000000012,0,0,-6228,6623,210000000000012
2011,CY,952,CY_210000000000012,0,0,9399,16022,210000000000012
2012,CY,952,CY_210000000000012,-24063,-24063,-15839,183,210000000000012
2013,CY,952,CY_210000000000012,0,0,1455,1638,210000000000012
2014,CY,952,CY_210000000000012,5219,5219,7149,8787,210000000000012
2015,CY,952,CY_210000000000012,-20000,-20000,-20047,-11260,210000000000012
2016,CY,952,CY_210000000000012,-12500,-12500,-12692,-23952,210000000000012
2017,CY,952,CY_210000000000012,-2500,-2500,-2500,-26452,210000000000012
2009,CY,953,CY_210000000000013,-77001,-77001,17395,17395,210000000000013
2010,CY,953,CY_210000000000013,0,0,-9665,7730,210000000000013
2011,CY,953,CY_210000000000013,0,0,29066,36796,210000000000013
2012,CY,953,CY_210000000000013,-62542,-62542,-36758,38,210000000000013
2013,CY,953,CY_210000000000013,15206,15206,19041,19079,210000000000013
2014,CY,953,CY_210000000000013,0,0,5939,25018,210000000000013
2015,CY,953,CY_210000000000013,0,0,1064,26082,210000000000013
2016,CY,953,CY_210000000000013,0,0,-171,25911,210000000000013
2017,CY,953,CY_210000000000013,0,0,-2397,23514,210000000000013
2009,CZ,996,CZ_155,-38,-38,13448,15820,155
2010,CZ,996,CZ_155,0,0,9153,24973,155
2011,CZ,996,CZ_155,0,0,9457,34430,155
2012,CZ,996,CZ_155,0,0,-7183,27247,155
2013,CZ,996,CZ_155,0,0,11966,39213,155
2014,CZ,996,CZ_155,0,0,1671,40884,155
2015,CZ,996,CZ_155,0,0,224,41108,155
2016,CZ,996,CZ_155,0,0,-6223,34885,155
2017,CZ,996,CZ_155,0,0,9087,43972,155
2009,CZ,997,CZ_156,38,38,0,0,156
2009,CZ,998,CZ_20,-7112,-7112,-21,122,20
2010,CZ,998,CZ_20,-12004,-12004,93,215,20
2011,CZ,998,CZ_20,-12700,-12700,-201,14,20
2012,CZ,998,CZ_20,6,6,-14,0,20
2009,CZ,999,CZ_301,0,0,1816,18106,301
2010,CZ,999,CZ_301,0,0,962,19068,301
2011,CZ,999,CZ_301,0,0,2355,21423,301
2012,CZ,999,CZ_301,0,0,-9694,11729,301
2013,CZ,999,CZ_301,0,0,1535,13264,301
2014,CZ,999,CZ_301,1034,1034,-2404,10860,301
2015,CZ,999,CZ_301,0,0,-3781,7079,301
2016,CZ,999,CZ_301,0,0,-4031,3048,301
2017,CZ,999,CZ_301,1438,1438,-3048,0,301
2009,CZ,1002,CZ_118,0,0,658962,2305360,118
2010,CZ,1002,CZ_118,0,0,-13243,2292117,118
2011,CZ,1002,CZ_118,0,0,30880,2322997,118
2009,CZ,1002,CZ_119,0,0,18438,441508,119
2010,CZ,1002,CZ_119,0,0,93980,535488,119
2011,CZ,1002,CZ_119,0,0,130263,665751,119
2012,CZ,1002,CZ_119,140000,140000,-122321,543430,119
2013,CZ,1002,CZ_119,-419157,80843,-383695,159735,119
2014,CZ,1002,CZ_119,25015,25015,25841,185576,119
2015,CZ,1002,CZ_119,-104023,-104023,-137705,47871,119
2016,CZ,1002,CZ_119,0,0,22387,70258,119
2017,CZ,1002,CZ_119,-11404,-11404,8444,78702,119
2009,CZ,1002,CZ_121,0,0,-147689,942167,121
2010,CZ,1002,CZ_121,0,0,-211618,730549,121
2011,CZ,1002,CZ_121,0,0,-36296,694253,121
2012,CZ,1002,CZ_121,1360357,510357,-674900,19353,121
2013,CZ,1002,CZ_121,1120000,400000,395284,414637,121
2014,CZ,1002,CZ_121,181062,181062,-161087,253550,121
2015,CZ,1002,CZ_121,-138550,-138550,-198733,54817,121
2016,CZ,1002,CZ_121,60000,60000,-3193,51624,121
2017,CZ,1002,CZ_121,75723,75723,4644,56268,121
2009,CZ,1002,CZ_122,0,0,10645,1027856,122
2010,CZ,1002,CZ_122,0,0,-283328,744528,122
2011,CZ,1002,CZ_122,0,0,-262247,482281,122
2009,CZ,1002,CZ_123,0,0,-331226,433770,123
2010,CZ,1002,CZ_123,0,0,-332983,100787,123
2011,CZ,1002,CZ_123,599056,0,-100787,0,123
2009,CZ,1002,CZ_124,-41136,-41136,-26176,1517648,124
2010,CZ,1002,CZ_124,0,0,-226277,1291371,124
2011,CZ,1002,CZ_124,150000,150000,413876,1705247,124
2009,CZ,1002,CZ_125,0,0,204574,926448,125
2010,CZ,1002,CZ_125,0,0,128302,1054750,125
2011,CZ,1002,CZ_125,0,0,31400,1086150,125
2012,CZ,1002,CZ_125,290702,290702,-231498,854652,125
2013,CZ,1002,CZ_125,-420000,-200000,-425592,429060,125
2014,CZ,1002,CZ_125,-80930,-80930,-301292,127768,125
2015,CZ,1002,CZ_125,120000,120000,-86978,40790,125
2016,CZ,1002,CZ_125,333500,333500,16347,57137,125
2017,CZ,1002,CZ_125,430000,430000,-3886,53251,125
2009,CZ,1002,CZ_126,0,0,-124440,696539,126
2010,CZ,1002,CZ_126,500000,0,-281319,415220,126
2011,CZ,1002,CZ_126,100000,0,-196505,218715,126
2012,CZ,1002,CZ_126,2388000,548000,-190266,28449,126
2013,CZ,1002,CZ_126,1675000,775000,321742,350191,126
2014,CZ,1002,CZ_126,1320771,370771,-288754,61437,126
2015,CZ,1002,CZ_126,1484952,1484952,-12447,48990,126
2016,CZ,1002,CZ_126,1500000,1500000,-17977,31013,126
2017,CZ,1002,CZ_126,1480150,1480150,-25776,5237,126
2009,CZ,1002,CZ_127,98637,98637,-210259,1027693,127
2010,CZ,1002,CZ_127,0,0,-17858,1009835,127
2011,CZ,1002,CZ_127,137253,137253,120019,1129854,127
2012,CZ,1002,CZ_127,3242000,1592000,-1095901,33953,127
2013,CZ,1002,CZ_127,-64711,-64711,827195,861148,127
2014,CZ,1002,CZ_127,-1328727,-378727,-496341,364807,127
2015,CZ,1002,CZ_127,53549,53549,-298494,66313,127
2016,CZ,1002,CZ_127,1785066,1785066,144102,210415,127
2017,CZ,1002,CZ_127,1430000,1430000,-176911,33504,127
2009,CZ,1002,CZ_128,0,0,-10749,1340120,128
2010,CZ,1002,CZ_128,0,0,70821,1410941,128
2011,CZ,1002,CZ_128,0,0,259136,1670077,128
2009,CZ,1002,CZ_129,0,0,2165091,6038527,129
2010,CZ,1002,CZ_129,-2845557,-2345557,731947,6770474,129
2011,CZ,1002,CZ_129,-690428,8628,2248355,9018829,129
2012,CZ,1002,CZ_129,-3706164,633836,-6506700,2512129,129
2013,CZ,1002,CZ_129,-1043527,-143527,-1937588,574541,129
2014,CZ,1002,CZ_129,987453,987453,-570167,4374,129
2015,CZ,1002,CZ_129,2075872,2075872,28514,32888,129
2016,CZ,1002,CZ_129,3000000,3000000,334274,367162,129
2017,CZ,1002,CZ_129,2500000,2500000,-206086,161076,129
2009,CZ,1002,CZ_130,-327,0,1666,7255,130
2010,CZ,1002,CZ_130,0,0,2177,9432,130
2011,CZ,1002,CZ_130,0,0,-307,9125,130
2012,CZ,1002,CZ_130,1089,1089,0,9125,130
2013,CZ,1002,CZ_130,796,796,552,9677,130
2014,CZ,1002,CZ_130,0,0,-952,8725,130
2015,CZ,1002,CZ_130,-2670,-2670,-6043,2682,130
2016,CZ,1002,CZ_130,8000,8000,806,3488,130
2017,CZ,1002,CZ_130,0,0,-357,3131,130
2009,CZ,1002,CZ_131,0,0,34680,168885,131
2010,CZ,1002,CZ_131,0,0,44263,213148,131
2011,CZ,1002,CZ_131,0,0,54913,268061,131
2012,CZ,1002,CZ_131,40000,40000,-2323,265738,131
2013,CZ,1002,CZ_131,-182687,-182687,-183148,82590,131
2014,CZ,1002,CZ_131,8032,8032,-22659,59931,131
2015,CZ,1002,CZ_131,-32000,-32000,-42432,17499,131
2016,CZ,1002,CZ_131,38100,38100,12462,29961,131
2017,CZ,1002,CZ_131,0,0,-22368,7593,131
2012,CZ,1002,CZ_151,-544000,-544000,-1266226,208968,151
2013,CZ,1002,CZ_151,0,0,269181,478149,151
2014,CZ,1002,CZ_151,55523,55523,-23563,454586,151
2015,CZ,1002,CZ_151,-219910,-219910,-337084,117502,151
2016,CZ,1002,CZ_151,87000,87000,12146,129648,151
2017,CZ,1002,CZ_151,220000,220000,-3536,126112,151
2009,CZ,1002,CZ_224,0,0,132724,655269,224
2010,CZ,1002,CZ_224,0,0,112495,767764,224
2011,CZ,1002,CZ_224,0,0,192196,959960,224
2009,CZ,1002,CZ_419,327,0,0,0,419
2010,CZ,1002,CZ_419,0,0,950,950,419
2011,CZ,1002,CZ_419,0,0,163,1113,419
2012,CZ,1002,CZ_419,158,158,-96,1017,419
2013,CZ,1002,CZ_419,16,16,-291,726,419
2014,CZ,1002,CZ_419,0,0,-277,449,419
2015,CZ,1002,CZ_419,0,0,-258,191,419
2016,CZ,1002,CZ_419,889,889,591,782,419
2017,CZ,1002,CZ_419,0,0,-335,447,419
2014,CZ,1002,CZ_424,47000,47000,624,624,424
2015,CZ,1002,CZ_424,450000,450000,27734,28358,424
2016,CZ,1002,CZ_424,860000,860000,-25697,2661,424
2017,CZ,1002,CZ_424,2184502,2184502,156354,159015,424
2009,CZ,1009,CZ_112,-653709,-653709,-191077,1209704,112
2010,CZ,1009,CZ_112,-360000,-360000,516818,1726522,112
2011,CZ,1009,CZ_112,-455000,-455000,-140671,1585851,112
2012,CZ,1009,CZ_112,-374525,-374525,-1574431,11420,112
2013,CZ,1009,CZ_112,794644,794644,475515,486935,112
2014,CZ,1009,CZ_112,-10000,-10000,-278392,208543,112
2015,CZ,1009,CZ_112,610000,610000,215458,424001,112
2016,CZ,1009,CZ_112,300000,300000,-284362,139639,112
2017,CZ,1009,CZ_112,875000,875000,-13101,126538,112
2009,CZ,1012,CZ_117,0,0,350862,1550297,117
2010,CZ,1012,CZ_117,0,0,182342,1732639,117
2011,CZ,1012,CZ_117,0,0,-85263,1647376,117
2012,CZ,1012,CZ_117,4239000,4239000,-165435,1481941,117
2013,CZ,1012,CZ_117,3000000,3000000,1444794,2926735,117
2014,CZ,1012,CZ_117,224421,224421,-2106288,820447,117
2015,CZ,1012,CZ_117,3000000,3000000,204517,1024964,117
2016,CZ,1012,CZ_117,2500000,2500000,-879227,145737,117
2017,CZ,1012,CZ_117,3174745,3174745,91323,237060,117
2009,CZ,1013,CZ_190,892,0,-256,0,190
2010,CZ,1013,CZ_190,45,0,0,0,190
2011,CZ,1013,CZ_190,0,0,497,497,190
2012,CZ,1013,CZ_190,392,0,0,497,190
2013,CZ,1013,CZ_190,145,145,790,1287,190
2014,CZ,1013,CZ_190,-808,0,-814,473,190
2015,CZ,1013,CZ_190,0,0,-25,448,190
2016,CZ,1013,CZ_190,0,0,-17,431,190
2017,CZ,1013,CZ_190,0,0,-79,352,190
2009,CZ,1013,CZ_191,-892,0,31147,219465,191
2010,CZ,1013,CZ_191,-45,0,4036,223501,191
2011,CZ,1013,CZ_191,-30832,-30832,22051,245552,191
2012,CZ,1013,CZ_191,-70489,-70097,-220742,24810,191
2013,CZ,1013,CZ_191,68893,68893,45984,70794,191
2014,CZ,1013,CZ_191,62870,62062,-9599,61195,191
2015,CZ,1013,CZ_191,91565,91565,-13883,47312,191
2016,CZ,1013,CZ_191,65854,65854,-1025,46287,191
2017,CZ,1013,CZ_191,90847,90847,-5828,40459,191
2012,CZ,1013,CZ_354,-6232,-6232,-10323,0,354
2013,CZ,1013,CZ_354,3220,3220,4987,4987,354
2014,CZ,1013,CZ_354,-4987,-4987,-4987,0,354
2009,CZ,1014,CZ_57,0,0,7790,51975,57
2010,CZ,1014,CZ_57,0,0,10610,62585,57
2011,CZ,1014,CZ_57,-34664,-34664,-18741,43844,57
2012,CZ,1014,CZ_57,-15580,-15580,-37383,6461,57
2013,CZ,1014,CZ_57,-4309,-4309,14191,20652,57
2014,CZ,1014,CZ_57,0,0,5633,26285,57
